target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,None,0.21574074,-0.38333333,0,0,0,1.0243766020285,None,26.8732781999512,None,78.5930940000108,None,78.5930940000108,None,-0.058333334,-0.11481482,0,0,0,0.0132451000390574,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,129,20,Female,2022-05-11_12h29.56.930,Boat,2022.1.1,59.9329230501632
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,0,0,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,82.3108468999853,None,prac,2,2,1,negative,neutral,k,k,1,1.55234639998525,84.3356306999922,85.3440241999924,85.3248948999681,None,84.3356306999922,None,84.3356306999922,None,84.3356306999922,None,86.8830951000564,None,86.8830951000564,None,86.8830951000564,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,129,20,Female,2022-05-11_12h29.56.930,Boat,2022.1.1,59.9329230501632
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,1,1,9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,negative,l,j,0,1.12226769991685,87.8979649000103,88.9109714999795,88.8911121999845,None,87.8979649000103,None,87.8979649000103,None,87.8979649000103,None,90.0142334999982,None,90.0142334999982,None,90.0142334999982,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,129,20,Female,2022-05-11_12h29.56.930,Boat,2022.1.1,59.9329230501632
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,2,2,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,0.83848370006308,91.0342987000477,92.0464376000455,92.010628500022,None,91.0342987000477,None,91.0342987000477,None,91.0342987000477,None,92.8596004999941,None,92.8596004999941,None,92.8596004999941,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,129,20,Female,2022-05-11_12h29.56.930,Boat,2022.1.1,59.9329230501632
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,3,3,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,positive,positive,j,l,0,0.721907599945553,92.878872500034,93.8968686000444,93.8575983999763,None,92.878872500034,None,92.878872500034,None,92.878872500034,None,94.5903071999783,None,94.5903071999783,None,94.5903071999783,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,129,20,Female,2022-05-11_12h29.56.930,Boat,2022.1.1,59.9329230501632
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,4,4,17,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,positive,j,j,1,0.817233600071631,95.5985362000065,96.6131289999466,96.5942981999833,None,95.5985362000065,None,95.5985362000065,None,95.5985362000065,None,97.4002223999938,None,97.4002223999938,None,97.4002223999938,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,129,20,Female,2022-05-11_12h29.56.930,Boat,2022.1.1,59.9329230501632
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,5,5,0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,negative,negative,l,l,1,0.830662499996834,97.4165270000231,98.4297540000407,98.394261599984,None,97.4165270000231,None,97.4165270000231,None,97.4165270000231,None,99.2361038000323,None,99.2361038000323,None,99.2361038000323,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,129,20,Female,2022-05-11_12h29.56.930,Boat,2022.1.1,59.9329230501632
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,6,6,15,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,positive,negative,l,l,1,0.815435199998319,99.2509817000246,100.26547340001,100.248471800005,None,99.2509817000246,None,99.2509817000246,None,99.2509817000246,None,101.052214400051,None,101.052214400051,None,101.052214400051,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,129,20,Female,2022-05-11_12h29.56.930,Boat,2022.1.1,59.9329230501632
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,7,7,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,neutral,negative,l,l,1,0.697954799979925,101.069830999942,102.08051869995,102.063514400041,None,101.069830999942,None,101.069830999942,None,101.069830999942,None,102.752857900015,None,102.752857900015,None,102.752857900015,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,129,20,Female,2022-05-11_12h29.56.930,Boat,2022.1.1,59.9329230501632
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,8,8,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,positive,negative,l,l,1,1.10021950001828,102.767848900054,103.780407999991,103.761196900043,None,102.767848900054,None,102.767848900054,None,102.767848900054,None,104.851586999977,None,104.851586999977,None,104.851586999977,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,129,20,Female,2022-05-11_12h29.56.930,Boat,2022.1.1,59.9329230501632
