target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,53.2019450000953,24.4570701299934,None,77.6893421999412,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,308,2023-06-26_19h23.42.317,Main,2022.1.1,59.2159570557922
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,0,0,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,80.7368198999902,None,prac,2,2,2,positive,positive,l,l,1,1.34962560003623,82.7424139999785,83.7560602999292,83.7393982999492,None,82.7424139999785,None,82.7424139999785,None,82.7424139999785,None,85.0891699299216,None,85.0891699299216,None,85.0891699299216,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,308,2023-06-26_19h23.42.317,Main,2022.1.1,59.2159570557922
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,1,1,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,positive,l,l,1,0.978576100082137,85.0938882000046,86.1059637999861,86.0892894999124,None,85.0938882000046,None,85.0938882000046,None,85.0938882000046,None,87.07029742999,None,87.07029742999,None,87.07029742999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,308,2023-06-26_19h23.42.317,Main,2022.1.1,59.2159570557922
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,2,2,0,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,negative,j,j,1,0.78174719994422,87.0742854999844,88.0892112000147,88.0725628999062,None,87.0742854999844,None,87.0742854999844,None,87.0742854999844,None,88.8534919300117,None,88.8534919300117,None,88.8534919300117,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,308,2023-06-26_19h23.42.317,Main,2022.1.1,59.2159570557922
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,3,3,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,positive,l,l,1,0.751323999953456,88.8601150999311,89.872506899992,89.8558798999293,None,88.8601150999311,None,88.8601150999311,None,88.8601150999311,None,90.6062087299768,None,90.6062087299768,None,90.6062087299768,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,308,2023-06-26_19h23.42.317,Main,2022.1.1,59.2159570557922
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,4,4,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,neutral,k,k,1,0.695564699941315,90.6200788000133,91.619898499921,91.6032371999463,None,90.6200788000133,None,90.6200788000133,None,90.6200788000133,None,92.303131430014,None,92.303131430014,None,92.303131430014,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,308,2023-06-26_19h23.42.317,Main,2022.1.1,59.2159570557922
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,5,5,3,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,negative,j,j,1,0.765675000031479,92.3031714999815,93.3032086999156,93.3032086999156,None,92.3031714999815,None,92.3031714999815,None,92.3031714999815,None,94.0698172299424,None,94.0698172299424,None,94.0698172299424,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,308,2023-06-26_19h23.42.317,Main,2022.1.1,59.2159570557922
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,6,6,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,0.749414199963212,94.0742246999871,95.0869759999914,95.0702917999588,None,94.0742246999871,None,94.0742246999871,None,94.0742246999871,None,95.8201438299846,None,95.8201438299846,None,95.8201438299846,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,308,2023-06-26_19h23.42.317,Main,2022.1.1,59.2159570557922
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,7,7,5,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,positive,l,l,1,0.763699900009669,95.8249024999095,96.8390067999717,96.8223958999151,None,95.8249024999095,None,95.8249024999095,None,95.8249024999095,None,97.5864287300035,None,97.5864287300035,None,97.5864287300035,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,308,2023-06-26_19h23.42.317,Main,2022.1.1,59.2159570557922
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,8,8,7,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,neutral,k,k,1,0.798833000008017,97.5899520999519,98.6056103999726,98.5890478999354,None,97.5899520999519,None,97.5899520999519,None,97.5899520999519,None,99.3867496299325,None,99.3867496299325,None,99.3867496299325,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,308,2023-06-26_19h23.42.317,Main,2022.1.1,59.2159570557922
