target,distractor,set,ans1,ans2,total_experiment_thisRepN,total_experiment_thisTrialN,total_experiment_thisN,total_experiment_thisIndex,word_task_thisRepN,word_task_thisTrialN,word_task_thisN,word_task_thisIndex,flanker_task_thisRepN,flanker_task_thisTrialN,flanker_task_thisN,flanker_task_thisIndex,conjunction_task_thisRepN,conjunction_task_thisTrialN,conjunction_task_thisN,conjunction_task_thisIndex,second_end_thisRepN,second_end_thisTrialN,second_end_thisN,second_end_thisIndex,last_end_thisRepN,last_end_thisTrialN,last_end_thisN,last_end_thisIndex,fl_inst_loop_thisRepN,fl_inst_loop_thisTrialN,fl_inst_loop_thisN,fl_inst_loop_thisIndex,fl_prac_loop_thisRepN,fl_prac_loop_thisTrialN,fl_prac_loop_thisN,fl_prac_loop_thisIndex,fl_main_loop_thisRepN,fl_main_loop_thisTrialN,fl_main_loop_thisN,fl_main_loop_thisIndex,conj_ins_loop_thisRepN,conj_ins_loop_thisTrialN,conj_ins_loop_thisN,conj_ins_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,back_2_started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fix_fl_started,targ_started,fl_key_started,fix_fl_stopped,fl_ans,fl_res,fl_corr,fl_rt,fl_key_keys,fl_key_corr,fl_key_rt,mainback_started,key_resp_6_keys,key_resp_6_rt,back_2_stopped,text_5_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,x____,x__,x___1,weather,flanker,conjunction,test_mode,date,expName,psychopyVersion,frameRate
positive,positive,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,1,positive,positive,494.777749299999,495.7634394,495.7634394,495.7804672,l,l,1,1.74046620000081,l,1,1.71781689999807,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
positive,neutral,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,9,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,neutral,positive,498.5030773,499.496834,499.496834,499.5134727,l,k,0,3.40694939999958,k,0,3.37667959999817,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
neutral,neutral,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10,10,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,neutral,neutral,503.918827900001,504.9135116,504.9135116,504.9303194,k,k,1,1.70630309999979,k,1,1.68027619999884,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
neutral,neutral,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,11,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,2,neutral,neutral,507.648903900001,508.630190100001,508.630190100001,508.6638771,k,k,1,1.3402430999995,k,1,1.30771789999926,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
negative,negative,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,1,negative,negative,509.9791439,510.9636438,510.9636438,510.9800801,j,j,1,3.34862280000016,j,1,3.33500449999883,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
positive,neutral,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,13,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,neutral,positive,515.3500915,516.330363700001,516.330363700001,516.3632512,l,l,1,1.70677739999883,l,1,1.67957399999977,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
neutral,positive,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,14,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,positive,neutral,519.0357783,520.030403500001,520.030403500001,520.046977399999,k,k,1,1.43950969999969,k,1,1.411811699998,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
neutral,negative,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15,15,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,negative,neutral,521.477917099999,522.463571,522.463571,522.4802291,k,k,1,1.18227280000065,k,1,1.16344690000005,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
negative,neutral,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16,16,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,2,neutral,negative,523.6649471,524.646771,524.646771,524.6803172,j,k,0,1.34799840000051,k,0,1.33106409999891,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
negative,negative,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17,17,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,2,negative,negative,527.0276799,528.013424299999,528.013424299999,528.0304161,j,j,1,1.55705410000155,j,1,1.52458849999857,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
neutral,neutral,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,10,NaN,NaN,NaN,NaN,,NaN,NaN,534.7796583,main,1,1,2,neutral,neutral,536.797599699999,537.780105600001,537.780105600001,537.796899200001,k,k,1,2.19666250000046,k,1,2.17393369999809,530.583594399999,space,4.17104959999961,536.797599699999,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
positive,neutral,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,1,neutral,positive,540.985718600001,541.9640069,541.9640069,541.996792,l,l,1,2.12356309999996,l,1,2.11091619999934,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
positive,negative,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2,2,5,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,negative,positive,545.103469600001,546.0990053,546.0990053,546.1159587,l,l,1,1.39028390000021,l,1,1.3592284999977,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
positive,positive,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,3,11,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,positive,positive,547.4986451,548.480428700001,548.480428700001,548.5134619,l,l,1,1.38131100000101,l,1,1.36154859999806,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
positive,positive,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4,4,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,1,positive,positive,549.879221699999,550.8645559,550.8645559,550.8810192,l,l,1,1.54886029999943,l,1,1.53062079999836,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
positive,neutral,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,5,17,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,neutral,positive,553.4357753,554.4301371,554.4301371,554.446876100001,l,l,1,1.2574278000011,l,1,1.22832820000076,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
neutral,positive,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,6,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,1,positive,neutral,555.697608799999,556.680156300001,556.680156300001,556.6966292,k,k,1,1.26397349999934,k,1,1.24975119999908,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
negative,neutral,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,7,7,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,2,neutral,negative,557.962536700001,558.9470463,558.9470463,558.9634434,j,j,1,2.36517110000023,j,1,2.35100819999934,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
negative,negative,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,1,negative,negative,562.343909699999,563.313552,563.313552,563.347195599999,j,j,1,2.65018580000105,j,1,2.64122809999935,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
neutral,neutral,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,9,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,1,neutral,neutral,566.9861461,567.9800158,567.9800158,567.9966742,k,k,1,1.23969990000114,k,1,1.21532119999938,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
positive,negative,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10,10,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,2,negative,positive,569.230738599999,570.2136575,570.2136575,570.229969,l,l,1,1.19874160000109,l,1,1.18002469999919,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
negative,negative,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,11,9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,2,negative,negative,571.428512300001,572.4158272,572.4158272,572.431619000001,j,j,1,1.34763430000021,j,1,1.32155719999901,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
neutral,negative,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,12,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,negative,neutral,573.777551900001,574.763946499999,574.763946499999,574.780328299999,k,k,1,1.88238629999978,k,1,1.86222629999975,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
neutral,negative,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,13,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,negative,neutral,577.669272499999,578.663633599999,578.663633599999,578.680142499999,k,k,1,2.02362330000142,k,1,1.99524770000062,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
neutral,positive,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,14,13,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,positive,neutral,581.703242899999,582.696900700001,582.696900700001,582.7134812,k,k,1,1.82530489999954,k,1,1.80067600000075,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
negative,neutral,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15,15,3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,neutral,negative,585.5454998,586.530115,586.530115,586.546910700001,j,j,1,1.42282220000016,j,1,1.39109429999917,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
negative,positive,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16,16,15,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,positive,negative,587.960622000001,588.9470244,588.9470244,588.963439499999,j,j,1,1.44866860000002,j,1,1.4317149999988,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
negative,positive,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17,17,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,positive,negative,590.412257800001,591.3968516,591.3968516,591.413441999999,j,j,1,0.831535200000872,j,1,0.821170899998833,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
negative,positive,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,18,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,positive,negative,592.245389,593.230297800001,593.230297800001,593.246633999999,j,j,1,0.764786899999308,j,1,0.748513799999273,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
negative,negative,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,19,9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,negative,negative,594.011404299999,594.9969029,594.9969029,595.013570499999,j,j,1,0.732246400000804,j,1,0.716923699999825,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,118,61,여성,no,yes,yes,no,2023-11-28_14h17.16.091,experiment_2311,2022.2.5,59.9438086735247
