target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,None,0.25277779,-0.40462962,0,0,0,0.999889939976129,None,24.4622664299992,None,74.8745997999995,None,74.8745997999995,None,-0.09259259,-0.07962963,0,0,0,0.012670629997956,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,212,23,Female,2022-05-06_15h56.55.880,Main,2022.1.1,60.0123745519793
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,0,0,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,78.1048647999996,None,prac,2,2,2,negative,positive,l,l,1,1.57529609999983,80.1325307999996,81.1381670999999,81.1181763999994,None,80.1325307999996,None,80.1325307999996,None,80.1325307999996,None,82.7000981000001,None,82.7000981000001,None,82.7000981000001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,212,23,Female,2022-05-06_15h56.55.880,Main,2022.1.1,60.0123745519793
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,1,1,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,positive,positive,l,k,0,1.40431600000011,83.7164493,84.7220101000003,84.7025911000001,None,83.7164493,None,83.7164493,None,83.7164493,None,86.1097742999991,None,86.1097742999991,None,86.1097742999991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,212,23,Female,2022-05-06_15h56.55.880,Main,2022.1.1,60.0123745519793
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,2,2,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,0.913435099999333,87.1312997999994,88.1436470000008,88.1242390999996,None,87.1312997999994,None,87.1312997999994,None,87.1312997999994,None,89.0251869299996,None,89.0251869299996,None,89.0251869299996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,212,23,Female,2022-05-06_15h56.55.880,Main,2022.1.1,60.0123745519793
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,3,3,11,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,positive,positive,l,k,0,-0.684187999999267,89.0469386999994,NaN,NaN,None,89.0469386999994,None,89.0469386999994,None,89.0469386999994,None,89.3591151000001,None,89.3591151000001,None,89.3591151000001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,212,23,Female,2022-05-06_15h56.55.880,Main,2022.1.1,60.0123745519793
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,4,4,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,negative,neutral,k,k,1,0.748221400001057,92.3813809999992,93.3990369999992,93.3606204000007,None,92.3813809999992,None,92.3813809999992,None,92.3813809999992,None,94.1085686299999,None,94.1085686299999,None,94.1085686299999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,212,23,Female,2022-05-06_15h56.55.880,Main,2022.1.1,60.0123745519793
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,5,5,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,positive,neutral,k,k,1,0.73324280000088,94.1325166999995,95.1523027999992,95.1136815000009,None,94.1325166999995,None,94.1325166999995,None,94.1325166999995,None,95.8447258300008,None,95.8447258300008,None,95.8447258300008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,212,23,Female,2022-05-06_15h56.55.880,Main,2022.1.1,60.0123745519793
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,6,6,5,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,negative,positive,l,l,1,1.18606890000046,95.8696915,96.8860700999994,96.8474501000001,None,95.8696915,None,95.8696915,None,95.8696915,None,98.0337149299999,None,98.0337149299999,None,98.0337149299999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,212,23,Female,2022-05-06_15h56.55.880,Main,2022.1.1,60.0123745519793
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,7,7,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,negative,j,j,1,0.925946399998793,98.0559764000009,99.0725034000006,99.0527612000005,None,98.0559764000009,None,98.0559764000009,None,98.0559764000009,None,99.9615007300004,None,99.9615007300004,None,99.9615007300004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,212,23,Female,2022-05-06_15h56.55.880,Main,2022.1.1,60.0123745519793
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,8,8,17,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,positive,l,l,1,0.804640300000756,99.9820560999997,101.000143200001,100.961810500001,None,99.9820560999997,None,99.9820560999997,None,99.9820560999997,None,101.770018829999,None,101.770018829999,None,101.770018829999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,212,23,Female,2022-05-06_15h56.55.880,Main,2022.1.1,60.0123745519793
