target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,64.6189587999834,17.9530596400029,None,82.6017493000254,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,0,0,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,95.0514299999923,None,prac,2,2,1,neutral,positive,j,j,1,1.86135389993433,97.077121600043,98.0874866000377,98.0680410000496,None,97.077121600043,None,97.077121600043,None,97.077121600043,None,99.9352877000347,None,99.9352877000347,None,99.9352877000347,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,1,1,0,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,negative,l,l,1,2.00368309998885,100.938284200034,101.951271499973,101.91794189997,None,100.938284200034,None,100.938284200034,None,100.938284200034,None,103.93460300006,None,103.93460300006,None,103.93460300006,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,2,2,15,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,negative,l,l,1,1.01997819996905,104.934684899985,105.934555100044,105.917879100074,None,104.934684899985,None,104.934684899985,None,104.934684899985,None,106.951293040055,None,106.951293040055,None,106.951293040055,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,3,3,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,positive,j,j,1,0.881102600018494,106.967860099976,107.967961900053,107.951168600004,None,106.967860099976,None,106.967860099976,None,106.967860099976,None,108.83430354005,None,108.83430354005,None,108.83430354005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,4,4,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,0.915590099990368,108.83996230003,109.851131199975,109.834472000017,None,108.83996230003,None,108.83996230003,None,108.83996230003,None,110.751091439964,None,110.751091439964,None,110.751091439964,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,5,5,12,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,negative,l,l,1,0.948665400035679,110.754230199964,111.767735100002,111.751079200068,None,110.754230199964,None,110.754230199964,None,110.754230199964,None,112.701058140013,None,112.701058140013,None,112.701058140013,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,6,6,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,neutral,k,k,1,1.06549030006863,112.704258900019,113.717717200052,113.701139800018,None,112.704258900019,None,112.704258900019,None,112.704258900019,None,114.767758039979,None,114.767758039979,None,114.767758039979,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,7,7,9,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,negative,l,l,1,0.915612199925818,114.773156600073,115.784336899989,115.767674700008,None,114.773156600073,None,114.773156600073,None,114.773156600073,None,116.684450639982,None,116.684450639982,None,116.684450639982,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,8,8,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,positive,j,j,1,0.814938099938445,116.688371199998,117.700968699995,117.684303099988,None,116.688371199998,None,116.688371199998,None,116.688371199998,None,118.501058840065,None,118.501058840065,None,118.501058840065,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,9,9,6,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,negative,l,l,1,1.01522470009513,118.50451800006,119.517588000046,119.500909100054,None,118.50451800006,None,118.50451800006,None,118.50451800006,None,120.517675840051,None,120.517675840051,None,120.517675840051,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,10,10,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,neutral,k,k,1,0.918995900079608,120.521311399993,121.534205200034,121.517536200001,None,120.521311399993,None,120.521311399993,None,120.521311399993,None,122.43498283996,None,122.43498283996,None,122.43498283996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,11,11,7,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,neutral,k,k,1,0.761016000062227,122.441916699987,123.450823600055,123.434166099993,None,122.441916699987,None,122.441916699987,None,122.441916699987,None,124.200818240049,None,124.200818240049,None,124.200818240049,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,12,12,5,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,positive,j,j,1,0.91539300000295,124.203871299978,125.217479999992,125.201118399971,None,124.203871299978,None,124.203871299978,None,124.203871299978,None,126.117453239963,None,126.117453239963,None,126.117453239963,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,13,13,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,neutral,k,k,1,0.748417599941604,126.120817200048,127.134193100035,127.120358900051,None,126.120817200048,None,126.120817200048,None,126.120817200048,None,127.867387540045,None,127.867387540045,None,127.867387540045,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,14,14,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,positive,j,j,1,0.682139899930917,127.870761999977,128.867367599974,128.867367599974,None,127.870761999977,None,127.870761999977,None,127.870761999977,None,129.550777740066,None,129.550777740066,None,129.550777740066,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3,2022-05-05_17h26.19.882,Main,2022.1.1,59.9991240340582
