target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,48.3551607000409,29.6138759599533,None,77.9938185999636,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,109,2023-04-25_13h21.40.899,Main,2022.1.1,60.2496383868427
,,NaN,,,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,0.232516799937002,82.4161102600163,None,82.6622320000315,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,109,2023-04-25_13h21.40.899,Main,2022.1.1,60.2496383868427
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,0,0,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,85.5436364000197,None,prac,2,2,1,neutral,positive,j,j,1,1.36896579992026,87.5634193000151,88.5627720999764,88.5461480000522,None,87.5634193000151,None,87.5634193000151,None,87.5634193000151,None,89.9284612599993,None,89.9284612599993,None,89.9284612599993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,109,2023-04-25_13h21.40.899,Main,2022.1.1,60.2496383868427
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,1,1,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,positive,j,j,1,0.714883700013161,89.9339734000387,90.9459716000129,90.929433900048,None,89.9339734000387,None,89.9339734000387,None,89.9339734000387,None,91.6460594599601,None,91.6460594599601,None,91.6460594599601,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,109,2023-04-25_13h21.40.899,Main,2022.1.1,60.2496383868427
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,2,2,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,neutral,k,k,1,0.631757499999367,91.6487368000671,92.6626536999829,92.6460445000557,None,91.6487368000671,None,91.6487368000671,None,91.6487368000671,None,93.278065459989,None,93.278065459989,None,93.278065459989,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,109,2023-04-25_13h21.40.899,Main,2022.1.1,60.2496383868427
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,3,3,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,positive,j,j,1,0.663954299991019,93.2838608999737,94.293371399981,94.2767154000467,None,93.2838608999737,None,93.2838608999737,None,93.2838608999737,None,94.9434516600566,None,94.9434516600566,None,94.9434516600566,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,109,2023-04-25_13h21.40.899,Main,2022.1.1,60.2496383868427
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,4,4,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,0.514672000077553,94.9440161000239,95.9434478000039,95.9434478000039,None,94.9440161000239,None,94.9440161000239,None,94.9440161000239,None,96.4601597600384,None,96.4601597600384,None,96.4601597600384,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,109,2023-04-25_13h21.40.899,Main,2022.1.1,60.2496383868427
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,5,5,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,positive,j,j,1,0.667700299993157,96.4632858999539,97.4624853000278,97.4459078999935,None,96.4632858999539,None,96.4632858999539,None,96.4632858999539,None,98.1292210600339,None,98.1292210600339,None,98.1292210600339,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,109,2023-04-25_13h21.40.899,Main,2022.1.1,60.2496383868427
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,6,6,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,positive,j,j,1,0.62897619989235,98.1368847000413,99.1457847000565,99.1291942000389,None,98.1368847000413,None,98.1368847000413,None,98.1368847000413,None,99.7601608599769,None,99.7601608599769,None,99.7601608599769,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,109,2023-04-25_13h21.40.899,Main,2022.1.1,60.2496383868427
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,7,7,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,neutral,k,k,1,0.68432879995089,99.7669938000618,100.779175700038,100.762511100038,None,99.7669938000618,None,99.7669938000618,None,99.7669938000618,None,101.445788360038,None,101.445788360038,None,101.445788360038,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,109,2023-04-25_13h21.40.899,Main,2022.1.1,60.2496383868427
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,8,8,12,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,negative,l,l,1,0.77978860004805,101.448790000053,102.462496299995,102.44578249997,None,101.448790000053,None,101.448790000053,None,101.448790000053,None,103.227046159981,None,103.227046159981,None,103.227046159981,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,109,2023-04-25_13h21.40.899,Main,2022.1.1,60.2496383868427
