target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,None,0.037037037,-0.4,0,0,0,1.02253103966359,None,30.5341619399725,None,70.8688728999696,None,70.8688728999696,None,0.11851852,-0.062962964,0,0,0,0.0131068400223739,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,119,26,Female,2022-05-06_14h07.02.007,Boat,2022.1.1,60.0740593047517
,,NaN,,,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,None,0.14537036,-0.32314816,0,0,0,1.0056668400066,None,78.1849477399839,None,130.402560000017,None,130.402560000017,None,-0.11018518,-0.075,0,0,0,0.0137539400602691,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,119,26,Female,2022-05-06_14h07.02.007,Boat,2022.1.1,60.0740593047517
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,0,0,13,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,139.074961300008,None,prac,2,2,2,positive,neutral,k,k,1,1.49150449997978,141.101184499974,142.114136299992,142.078142400016,None,141.101184499974,None,141.101184499974,None,141.101184499974,None,143.561270839989,None,143.561270839989,None,143.561270839989,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,119,26,Female,2022-05-06_14h07.02.007,Boat,2022.1.1,60.0740593047517
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,1,1,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,positive,j,j,1,1.26599059998989,143.580795100017,144.592896300019,144.558539199992,None,143.580795100017,None,143.580795100017,None,143.580795100017,None,145.831195840018,None,145.831195840018,None,145.831195840018,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,119,26,Female,2022-05-06_14h07.02.007,Boat,2022.1.1,60.0740593047517
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,2,2,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,negative,neutral,k,k,1,1.06362049997551,145.850691800006,146.873519500019,146.832033300016,None,145.850691800006,None,145.850691800006,None,145.850691800006,None,147.895916339988,None,147.895916339988,None,147.895916339988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,119,26,Female,2022-05-06_14h07.02.007,Boat,2022.1.1,60.0740593047517
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,3,3,10,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,neutral,neutral,k,k,1,0.813690599985421,147.915968799964,148.930150599976,148.894438599993,None,147.915968799964,None,147.915968799964,None,147.915968799964,None,149.711637740012,None,149.711637740012,None,149.711637740012,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,119,26,Female,2022-05-06_14h07.02.007,Boat,2022.1.1,60.0740593047517
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,4,4,0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,negative,negative,l,l,1,1.07799930003239,149.733326099988,150.742515599995,150.708704799996,None,149.733326099988,None,149.733326099988,None,149.733326099988,None,151.793429539993,None,151.793429539993,None,151.793429539993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,119,26,Female,2022-05-06_14h07.02.007,Boat,2022.1.1,60.0740593047517
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,5,5,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,positive,neutral,k,k,1,1.07865590002621,151.811233999964,152.819179499988,152.798846799997,None,151.811233999964,None,151.811233999964,None,151.811233999964,None,153.875552239991,None,153.875552239991,None,153.875552239991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,119,26,Female,2022-05-06_14h07.02.007,Boat,2022.1.1,60.0740593047517
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,6,6,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,0.920354600006249,153.894741099968,154.915274399973,154.876975299965,None,153.894741099968,None,153.894741099968,None,153.894741099968,None,155.79840054001,None,155.79840054001,None,155.79840054001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,119,26,Female,2022-05-06_14h07.02.007,Boat,2022.1.1,60.0740593047517
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,7,7,9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,negative,negative,l,l,1,1.27293530001771,155.819710100011,156.823413099977,156.802893999964,None,155.819710100011,None,155.819710100011,None,155.819710100011,None,158.073586239992,None,158.073586239992,None,158.073586239992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,119,26,Female,2022-05-06_14h07.02.007,Boat,2022.1.1,60.0740593047517
