target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,51.9127751002088,40.0692044000374,None,92.0014299999457,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,510,2023-11-03_10h16.55.014,Main,2022.1.1,59.8383526831652
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,0,0,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,99.551187899895,None,prac,2,2,1,positive,positive,l,l,1,3.47852870007046,101.5564172999,102.56506110006,102.548385399859,None,101.5564172999,None,101.5564172999,None,101.5564172999,None,106.033482899889,None,106.033482899889,None,106.033482899889,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,510,2023-11-03_10h16.55.014,Main,2022.1.1,59.8383526831652
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,1,1,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,positive,l,l,1,1.33679759991355,107.032995699905,108.031629199861,108.017779199872,None,107.032995699905,None,107.032995699905,None,107.032995699905,None,109.367652700027,None,109.367652700027,None,109.367652700027,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,510,2023-11-03_10h16.55.014,Main,2022.1.1,59.8383526831652
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,2,2,7,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,neutral,k,j,0,1.11293770000339,109.371034400072,110.381580499932,110.364916800056,None,109.371034400072,None,109.371034400072,None,109.371034400072,None,111.481563699897,None,111.481563699897,None,111.481563699897,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,510,2023-11-03_10h16.55.014,Main,2022.1.1,59.8383526831652
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,3,3,3,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,negative,j,j,1,1.42033699993044,112.482466999907,113.481488399906,113.464847899973,None,112.482466999907,None,112.482466999907,None,112.482466999907,None,114.900923300046,None,114.900923300046,None,114.900923300046,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,510,2023-11-03_10h16.55.014,Main,2022.1.1,59.8383526831652
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,4,4,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,neutral,k,k,1,1.14538330002688,114.905082699843,115.914774199948,115.898113199975,None,114.905082699843,None,114.905082699843,None,114.905082699843,None,117.048113199859,None,117.048113199859,None,117.048113199859,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,510,2023-11-03_10h16.55.014,Main,2022.1.1,59.8383526831652
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,5,5,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,neutral,k,k,1,0.81818119995296,117.053617199883,118.06481949985,118.03141549998,None,117.053617199883,None,117.053617199883,None,117.053617199883,None,118.867426200048,None,118.867426200048,None,118.867426200048,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,510,2023-11-03_10h16.55.014,Main,2022.1.1,59.8383526831652
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,6,6,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,positive,l,l,1,0.962569299852476,118.871248400072,119.88138190005,119.864712999901,None,118.871248400072,None,118.871248400072,None,118.871248400072,None,120.831328999926,None,120.831328999926,None,120.831328999926,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,510,2023-11-03_10h16.55.014,Main,2022.1.1,59.8383526831652
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,7,7,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,neutral,k,k,1,0.768049500184134,120.83458549995,121.831328900065,121.831328900065,None,120.83458549995,None,120.83458549995,None,120.83458549995,None,122.600690399972,None,122.600690399972,None,122.600690399972,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,510,2023-11-03_10h16.55.014,Main,2022.1.1,59.8383526831652
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,8,8,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,positive,l,l,1,0.761801300104707,122.604587399866,123.61461160006,123.598045099992,None,122.604587399866,None,122.604587399866,None,122.604587399866,None,124.364640499908,None,124.364640499908,None,124.364640499908,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,510,2023-11-03_10h16.55.014,Main,2022.1.1,59.8383526831652
