target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,52.7566361000063,15.786405679991,None,68.568302599946,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,30,2022-05-26_10h26.07.695,Main,2022.1.1,59.8546489785258
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,0,0,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,71.6017170000123,None,prac,1,1,2,positive,neutral,k,l,0,0.383164099999703,73.6269332999364,74.6352407999802,74.6185613999842,None,73.6269332999364,None,73.6269332999364,None,73.6269332999364,None,75.0019370999653,None,75.0019370999653,None,75.0019370999653,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,30,2022-05-26_10h26.07.695,Main,2022.1.1,59.8546489785258
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,1,1,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,neutral,k,l,0,-0.78221910004504,76.0161280999891,NaN,NaN,None,76.0161280999891,None,76.0161280999891,None,76.0161280999891,None,76.2210165000288,None,76.2210165000288,None,76.2210165000288,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,30,2022-05-26_10h26.07.695,Main,2022.1.1,59.8546489785258
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,2,2,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,positive,l,l,1,3.35146869998425,79.219965999946,80.2347140000202,80.2013801999856,None,79.219965999946,None,79.219965999946,None,79.219965999946,None,83.5683567000087,None,83.5683567000087,None,83.5683567000087,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,30,2022-05-26_10h26.07.695,Main,2022.1.1,59.8546489785258
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,3,3,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,positive,l,l,1,1.40142520004883,84.5714034000412,85.5683418000117,85.5539035999682,None,84.5714034000412,None,84.5714034000412,None,84.5714034000412,None,86.9683279800112,None,86.9683279800112,None,86.9683279800112,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,30,2022-05-26_10h26.07.695,Main,2022.1.1,59.8546489785258
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,4,4,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,positive,l,l,1,1.73469340009615,86.9793822999345,87.9849519999698,87.9516179999337,None,86.9793822999345,None,86.9793822999345,None,86.9793822999345,None,89.7074335999787,None,89.7074335999787,None,89.7074335999787,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,30,2022-05-26_10h26.07.695,Main,2022.1.1,59.8546489785258
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,5,5,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,1.07007629994769,90.7345298000146,91.7345691999653,91.7178945000051,None,90.7345298000146,None,90.7345298000146,None,90.7345298000146,None,92.78503088,None,92.78503088,None,92.78503088,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,30,2022-05-26_10h26.07.695,Main,2022.1.1,59.8546489785258
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,6,6,6,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,negative,j,j,1,0.981549799907953,92.7967769999523,93.8036644000094,93.7871515000006,None,92.7967769999523,None,92.7967769999523,None,92.7967769999523,None,94.7681672799983,None,94.7681672799983,None,94.7681672799983,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,30,2022-05-26_10h26.07.695,Main,2022.1.1,59.8546489785258
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,7,7,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,neutral,k,k,1,1.13183850003406,94.7886063000187,95.8014681999339,95.7681358000264,None,94.7886063000187,None,94.7886063000187,None,94.7886063000187,None,96.9014633799554,None,96.9014633799554,None,96.9014633799554,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,30,2022-05-26_10h26.07.695,Main,2022.1.1,59.8546489785258
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,8,8,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,positive,l,l,1,0.998911999980919,96.920638200012,97.920412800042,97.9037267999956,None,96.920638200012,None,96.920638200012,None,96.920638200012,None,98.9014288800419,None,98.9014288800419,None,98.9014288800419,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,30,2022-05-26_10h26.07.695,Main,2022.1.1,59.8546489785258
