target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,11.3855685000308,29.1044831699692,None,40.5208811999764,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,206,2023-04-21_10h19.32.383,Main,2022.1.1,60.0670227978992
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,0,0,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,46.8542270999751,None,prac,1,1,1,neutral,neutral,k,k,1,1.30231709999498,48.884493599995,49.8874488999718,49.87079299998,None,48.884493599995,None,48.884493599995,None,48.884493599995,None,51.1873085699626,None,51.1873085699626,None,51.1873085699626,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,206,2023-04-21_10h19.32.383,Main,2022.1.1,60.0670227978992
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,1,1,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,positive,l,l,1,1.16268800001126,51.1911632999545,52.2019625999965,52.1875012000091,None,51.1911632999545,None,51.1911632999545,None,51.1911632999545,None,53.351892769977,None,53.351892769977,None,53.351892769977,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,206,2023-04-21_10h19.32.383,Main,2022.1.1,60.0670227978992
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,2,2,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,neutral,k,k,1,0.900830300000962,53.3584152999683,54.3707100999891,54.3540663999738,None,53.3584152999683,None,53.3584152999683,None,53.3584152999683,None,55.254052669974,None,55.254052669974,None,55.254052669974,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,206,2023-04-21_10h19.32.383,Main,2022.1.1,60.0670227978992
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,3,3,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,positive,l,l,1,0.846984200004954,55.2570726999547,56.2707654999685,56.2541252999799,None,55.2570726999547,None,55.2570726999547,None,55.2570726999547,None,57.1018415699946,None,57.1018415699946,None,57.1018415699946,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,206,2023-04-21_10h19.32.383,Main,2022.1.1,60.0670227978992
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,4,4,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,neutral,k,k,1,0.630812399962451,57.1057894999976,58.1180572999874,58.1014089999953,None,57.1057894999976,None,57.1057894999976,None,57.1057894999976,None,58.7347069699899,None,58.7347069699899,None,58.7347069699899,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,206,2023-04-21_10h19.32.383,Main,2022.1.1,60.0670227978992
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,5,5,0,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,negative,j,j,1,0.682356600009371,58.7377043999732,59.7514049999882,59.734724399983,None,58.7377043999732,None,58.7377043999732,None,58.7377043999732,None,60.4180654700031,None,60.4180654700031,None,60.4180654700031,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,206,2023-04-21_10h19.32.383,Main,2022.1.1,60.0670227978992
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,6,6,3,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,negative,j,j,1,0.648922800028231,60.4181833000039,61.4181439999957,61.4181439999957,None,60.4181833000039,None,60.4181833000039,None,60.4181833000039,None,62.0680308699957,None,62.0680308699957,None,62.0680308699957,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,206,2023-04-21_10h19.32.383,Main,2022.1.1,60.0670227978992
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,7,7,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,positive,l,l,1,0.832063800015021,62.0718304999755,63.0872167999623,63.0705624999828,None,62.0718304999755,None,62.0718304999755,None,62.0718304999755,None,63.9016933699604,None,63.9016933699604,None,63.9016933699604,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,206,2023-04-21_10h19.32.383,Main,2022.1.1,60.0670227978992
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,8,8,7,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,neutral,k,k,1,0.617599999997765,63.9055153999943,64.9205361999921,64.887307099998,None,63.9055153999943,None,63.9055153999943,None,63.9055153999943,None,65.5203990699956,None,65.5203990699956,None,65.5203990699956,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,206,2023-04-21_10h19.32.383,Main,2022.1.1,60.0670227978992
