target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,None,0.016666668,-0.40185186,0,0,0,1.0118823100006,None,23.4252079900003,None,72.6709417000002,None,72.6709417000002,None,-0.08148148,-0.09074074,0,0,0,0.0130035899996983,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.0019680645857
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,0,0,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,76.1185582000003,None,prac,2,2,1,positive,neutral,k,k,1,2.04073849999986,78.1779608000002,79.1920315000002,79.1553770999999,None,78.1779608000002,None,78.1779608000002,None,78.1779608000002,None,81.2064853000002,None,81.2064853000002,None,81.2064853000002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.0019680645857
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,1,1,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,negative,neutral,k,k,1,0.968563599999925,82.2447443999999,83.246083,83.2278237999999,None,82.2447443999999,None,82.2447443999999,None,82.2447443999999,None,84.1775881899999,None,84.1775881899999,None,84.1775881899999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.0019680645857
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,2,2,5,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,negative,positive,l,l,1,1.14201899999989,84.2011307000002,85.2169796000003,85.1793177,None,84.2011307000002,None,84.2011307000002,None,84.2011307000002,None,86.3228505900002,None,86.3228505900002,None,86.3228505900002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.0019680645857
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,3,3,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,0.853915700000016,86.3572475000001,87.362662,87.3263679000002,None,86.3572475000001,None,86.3572475000001,None,86.3572475000001,None,88.1819496900003,None,88.1819496900003,None,88.1819496900003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.0019680645857
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,4,4,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,negative,neutral,k,k,1,0.983642400000008,88.2216483000002,89.2268276,89.1904497999999,None,88.2216483000002,None,88.2216483000002,None,88.2216483000002,None,90.16617929,None,90.16617929,None,90.16617929,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.0019680645857
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,5,5,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,negative,positive,l,l,1,2.01311750000013,90.2025484999999,91.2050861000002,91.1863515,None,90.2025484999999,None,90.2025484999999,None,90.2025484999999,None,93.1889725000001,None,93.1889725000001,None,93.1889725000001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.0019680645857
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,6,6,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,positive,negative,j,j,1,1.74782190000042,94.2093848,95.2231609,95.1867010000001,None,94.2093848,None,94.2093848,None,94.2093848,None,96.9413810999999,None,96.9413810999999,None,96.9413810999999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.0019680645857
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,7,7,10,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,neutral,k,k,1,0.9067857,97.9753999,98.9859750999999,98.9671948999999,None,97.9753999,None,97.9753999,None,97.9753999,None,99.8487450900002,None,99.8487450900002,None,99.8487450900002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.0019680645857
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,8,8,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,positive,positive,l,l,1,0.921643499999846,99.8709300999999,100.8896103,100.8531663,None,99.8709300999999,None,99.8709300999999,None,99.8709300999999,None,101.76955229,None,101.76955229,None,101.76955229,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,232,19,Female,2022-06-10_14h24.08.783,Main,2022.1.1,60.0019680645857
