target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,54.7462162999436,32.1296493898379,None,86.9009376000613,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,306,2023-07-03_16h19.15.984,Main,2022.1.1,59.9123840761519
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,0,0,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,90.4787198998965,None,prac,2,2,2,neutral,positive,l,l,1,0.634024899918586,92.4955769998487,93.4952590998728,93.4786272998899,None,92.4955769998487,None,92.4955769998487,None,92.4955769998487,None,94.1259663899662,None,94.1259663899662,None,94.1259663899662,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,306,2023-07-03_16h19.15.984,Main,2022.1.1,59.9123840761519
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,1,1,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,positive,l,l,1,0.698439300060272,94.1331751998514,95.1451608999632,95.1286108999047,None,94.1331751998514,None,94.1331751998514,None,94.1331751998514,None,95.8272399898386,None,95.8272399898386,None,95.8272399898386,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,306,2023-07-03_16h19.15.984,Main,2022.1.1,59.9123840761519
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,2,2,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,neutral,k,k,1,0.513899900019169,95.8428215999156,96.842583199963,96.8259197999723,None,95.8428215999156,None,95.8428215999156,None,95.8428215999156,None,97.3424464900279,None,97.3424464900279,None,97.3424464900279,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,306,2023-07-03_16h19.15.984,Main,2022.1.1,59.9123840761519
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,3,3,7,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,neutral,k,k,1,0.4819216998294,97.3425890998915,98.3426524000242,98.3426524000242,None,97.3425890998915,None,97.3425890998915,None,97.3425890998915,None,98.8258524898672,None,98.8258524898672,None,98.8258524898672,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,306,2023-07-03_16h19.15.984,Main,2022.1.1,59.9123840761519
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,4,4,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,neutral,k,k,1,0.58496530004777,98.8300163999666,99.8450992999133,99.828474199865,None,98.8300163999666,None,98.8300163999666,None,98.8300163999666,None,100.411617989955,None,100.411617989955,None,100.411617989955,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,306,2023-07-03_16h19.15.984,Main,2022.1.1,59.9123840761519
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,5,5,12,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,negative,j,j,1,0.746686400147155,100.414591100067,101.42841669987,101.411837300053,None,100.414591100067,None,100.414591100067,None,100.414591100067,None,102.159494489967,None,102.159494489967,None,102.159494489967,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,306,2023-07-03_16h19.15.984,Main,2022.1.1,59.9123840761519
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,6,6,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,positive,l,l,1,0.700885500060394,102.165451699868,103.178399599856,103.161834100028,None,102.165451699868,None,102.165451699868,None,102.165451699868,None,103.861573190033,None,103.861573190033,None,103.861573190033,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,306,2023-07-03_16h19.15.984,Main,2022.1.1,59.9123840761519
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,7,7,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,neutral,k,k,1,0.598417399916798,103.864942099899,104.878354999935,104.8617294,None,103.864942099899,None,103.864942099899,None,103.864942099899,None,105.461553189973,None,105.461553189973,None,105.461553189973,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,306,2023-07-03_16h19.15.984,Main,2022.1.1,59.9123840761519
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,8,8,9,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,negative,j,j,1,0.862894600024447,105.465058200061,106.475761299953,106.459109599935,None,105.465058200061,None,105.465058200061,None,105.465058200061,None,107.325650989846,None,107.325650989846,None,107.325650989846,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,306,2023-07-03_16h19.15.984,Main,2022.1.1,59.9123840761519
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,9,9,0,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,negative,j,j,1,0.582328699994832,107.325774899917,108.326133499853,108.326133499853,None,107.325774899917,None,107.325774899917,None,107.325774899917,None,108.90922838992,None,108.90922838992,None,108.90922838992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,306,2023-07-03_16h19.15.984,Main,2022.1.1,59.9123840761519
