target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,None,0.37777779,-0.2574074,0,0,0,1.01530490001323,None,26.29018664,None,77.3695462999999,None,77.3695462999999,None,-0.08796296,-0.062037036,0,0,0,0.0127974399997584,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,206,20,Female,2022-05-02_15h49.31.251,Main,2022.1.1,60.0227125945577
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,0,0,10,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,82.4164260000002,None,prac,1,1,2,neutral,neutral,k,k,1,1.21157409999978,84.4673404999999,85.4769540000002,85.4578196000002,None,84.4673404999999,None,84.4673404999999,None,84.4673404999999,None,86.6462250400002,None,86.6462250400002,None,86.6462250400002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,206,20,Female,2022-05-02_15h49.31.251,Main,2022.1.1,60.0227125945577
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,1,1,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,positive,l,l,1,1.19115720000036,86.6888905999999,87.7026624,87.6626073000002,None,86.6888905999999,None,86.6888905999999,None,86.6888905999999,None,88.8373908400001,None,88.8373908400001,None,88.8373908400001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,206,20,Female,2022-05-02_15h49.31.251,Main,2022.1.1,60.0227125945577
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,2,2,0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,negative,negative,j,j,1,1.01900549999982,88.8732528,89.8937821999998,89.8546872000002,None,88.8732528,None,88.8732528,None,88.8732528,None,90.8590940400001,None,90.8590940400001,None,90.8590940400001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,206,20,Female,2022-05-02_15h49.31.251,Main,2022.1.1,60.0227125945577
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,3,3,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,negative,neutral,k,k,1,0.896778199999972,90.8945604,91.9124026,91.8729078000001,None,90.8945604,None,90.8945604,None,90.8945604,None,92.75820894,None,92.75820894,None,92.75820894,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,206,20,Female,2022-05-02_15h49.31.251,Main,2022.1.1,60.0227125945577
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,4,4,5,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,negative,positive,l,l,1,1.04995790000021,92.7915253000001,93.8043421000002,93.7843410999999,None,92.7915253000001,None,92.7915253000001,None,92.7915253000001,None,94.81039764,None,94.81039764,None,94.81039764,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,206,20,Female,2022-05-02_15h49.31.251,Main,2022.1.1,60.0227125945577
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,5,5,8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,positive,l,l,1,0.848006100000021,94.8488375000002,95.8609535999999,95.8413595000002,None,94.8488375000002,None,94.8488375000002,None,94.8488375000002,None,96.6626544399998,None,96.6626544399998,None,96.6626544399998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,206,20,Female,2022-05-02_15h49.31.251,Main,2022.1.1,60.0227125945577
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,6,6,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,0.878486299999622,96.6831345999999,97.6970847000002,97.6583224999999,None,96.6831345999999,None,96.6831345999999,None,96.6831345999999,None,98.5411850400003,None,98.5411850400003,None,98.5411850400003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,206,20,Female,2022-05-02_15h49.31.251,Main,2022.1.1,60.0227125945577
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,7,7,17,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,positive,l,l,1,0.8615391000003,98.5774148999999,99.5921650999999,99.5725178000002,None,98.5774148999999,None,98.5774148999999,None,98.5774148999999,None,100.40474794,None,100.40474794,None,100.40474794,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,206,20,Female,2022-05-02_15h49.31.251,Main,2022.1.1,60.0227125945577
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,8,8,15,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,positive,negative,j,j,1,0.900488400000086,100.4370185,101.4576058,101.438485,None,100.4370185,None,100.4370185,None,100.4370185,None,102.30754984,None,102.30754984,None,102.30754984,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,206,20,Female,2022-05-02_15h49.31.251,Main,2022.1.1,60.0227125945577
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,9,9,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,positive,negative,j,j,1,0.78924939999979,102.338872,103.3558684,103.336266,None,102.338872,None,102.338872,None,102.338872,None,104.10082444,None,104.10082444,None,104.10082444,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,206,20,Female,2022-05-02_15h49.31.251,Main,2022.1.1,60.0227125945577
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,10,10,11,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,positive,positive,l,l,1,0.864638900000045,104.1227551,105.1382331,105.0982618,None,104.1227551,None,104.1227551,None,104.1227551,None,105.96895674,None,105.96895674,None,105.96895674,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,206,20,Female,2022-05-02_15h49.31.251,Main,2022.1.1,60.0227125945577
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,11,11,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,0.75923210000019,105.9896843,107.0041123,106.9640263,None,105.9896843,None,105.9896843,None,105.9896843,None,107.73141824,None,107.73141824,None,107.73141824,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,206,20,Female,2022-05-02_15h49.31.251,Main,2022.1.1,60.0227125945577
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,12,12,9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,negative,j,j,1,0.973556299999927,107.7541444,108.7682723,108.7288433,None,107.7541444,None,107.7541444,None,107.7541444,None,109.70802344,None,109.70802344,None,109.70802344,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,206,20,Female,2022-05-02_15h49.31.251,Main,2022.1.1,60.0227125945577
