target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,73.9488278999925,26.9104540998815,None,100.892177300062,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-10-30_19h20.08.294,Main,2022.1.1,59.983828348467
,,NaN,,,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,1.58945230022073,103.925566800055,None,105.541754999897,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-10-30_19h20.08.294,Main,2022.1.1,59.983828348467
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,0,0,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,108.442025299883,None,prac,2,2,1,positive,positive,j,j,1,2.14118839986622,110.464129399974,111.47284130007,111.45620799996,None,110.464129399974,None,110.464129399974,None,110.464129399974,None,113.606204800075,None,113.606204800075,None,113.606204800075,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-10-30_19h20.08.294,Main,2022.1.1,59.983828348467
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,1,1,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,positive,j,j,1,1.33793599996716,114.607498100027,115.60864240001,115.591983699938,None,114.607498100027,None,114.607498100027,None,114.607498100027,None,116.941981899901,None,116.941981899901,None,116.941981899901,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-10-30_19h20.08.294,Main,2022.1.1,59.983828348467
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,2,2,12,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,negative,l,l,1,1.27835809998214,116.947162299883,117.958529799944,117.941946400097,None,116.947162299883,None,116.947162299883,None,116.947162299883,None,119.223115899949,None,119.223115899949,None,119.223115899949,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-10-30_19h20.08.294,Main,2022.1.1,59.983828348467
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,3,3,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,neutral,k,k,1,2.34816839988343,119.226501599886,120.241757099982,120.225237800041,None,119.226501599886,None,119.226501599886,None,119.226501599886,None,122.572614100063,None,122.572614100063,None,122.572614100063,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-10-30_19h20.08.294,Main,2022.1.1,59.983828348467
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,4,4,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,1.0871278999839,123.572634799872,124.575146399904,124.558519199956,None,123.572634799872,None,123.572634799872,None,123.572634799872,None,125.656179499929,None,125.656179499929,None,125.656179499929,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-10-30_19h20.08.294,Main,2022.1.1,59.983828348467
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,5,5,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,1.3343968000263,125.662325300043,126.674988300074,126.658446100075,None,125.662325300043,None,125.662325300043,None,125.662325300043,None,127.991847500089,None,127.991847500089,None,127.991847500089,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-10-30_19h20.08.294,Main,2022.1.1,59.983828348467
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,6,6,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,neutral,k,k,1,0.765027899993584,127.994809600059,129.008419499965,128.989530999912,None,127.994809600059,None,127.994809600059,None,127.994809600059,None,129.75592409994,None,129.75592409994,None,129.75592409994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-10-30_19h20.08.294,Main,2022.1.1,59.983828348467
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,7,7,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,positive,j,j,1,0.979495499981567,129.763149800012,130.775003599934,130.756154099945,None,129.763149800012,None,129.763149800012,None,129.763149800012,None,131.739215300069,None,131.739215300069,None,131.739215300069,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-10-30_19h20.08.294,Main,2022.1.1,59.983828348467
