target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,None,0.022222223,-0.425,0,0,0,1.02080270001898,None,26.8174672000227,None,80.9070060999948,None,80.9070060999948,None,-0.08425926,-0.08981481,0,0,0,0.0114344000467099,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,107,23,Female,2022-05-02_09h37.55.542,Boat,2022.1.1,60.0021840821609
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,0,0,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,84.2694047000259,None,prac,1,1,1,positive,neutral,k,k,1,1.2497528999811,86.3052726000315,87.3062918999931,87.290037400031,None,86.3052726000315,None,86.3052726000315,None,86.3052726000315,None,88.5282431000145,None,88.5282431000145,None,88.5282431000145,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,107,23,Female,2022-05-02_09h37.55.542,Boat,2022.1.1,60.0021840821609
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,1,1,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,neutral,negative,l,l,1,1.19953719998011,88.5558403000468,89.5577426000382,89.5397132000071,None,88.5558403000468,None,88.5558403000468,None,88.5558403000468,None,90.7319210000336,None,90.7319210000336,None,90.7319210000336,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,107,23,Female,2022-05-02_09h37.55.542,Boat,2022.1.1,60.0021840821609
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,2,2,13,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,positive,neutral,k,k,1,1.11739590001525,90.7498990000458,91.7707195000257,91.7312477999949,None,90.7498990000458,None,90.7498990000458,None,90.7498990000458,None,92.8514069000143,None,92.8514069000143,None,92.8514069000143,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,107,23,Female,2022-05-02_09h37.55.542,Boat,2022.1.1,60.0021840821609
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,3,3,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,negative,neutral,k,k,1,0.909806600015145,92.873852699995,93.8845624999958,93.8647431000136,None,92.873852699995,None,92.873852699995,None,92.873852699995,None,94.7613780000014,None,94.7613780000014,None,94.7613780000014,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,107,23,Female,2022-05-02_09h37.55.542,Boat,2022.1.1,60.0021840821609
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,4,4,11,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,positive,positive,j,j,1,0.831450099998619,94.7841569000157,95.7902734000236,95.7711805000436,None,94.7841569000157,None,94.7841569000157,None,94.7841569000157,None,96.5946070000413,None,96.5946070000413,None,96.5946070000413,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,107,23,Female,2022-05-02_09h37.55.542,Boat,2022.1.1,60.0021840821609
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,5,5,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,positive,j,j,1,0.765366199950222,96.6117538000108,97.6227379000047,97.5844859000063,None,96.6117538000108,None,96.6117538000108,None,96.6117538000108,None,98.3615976000205,None,98.3615976000205,None,98.3615976000205,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,107,23,Female,2022-05-02_09h37.55.542,Boat,2022.1.1,60.0021840821609
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,6,6,10,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,neutral,k,k,1,1.64824110001791,98.3893453000346,99.3899891000474,99.3736693999963,None,98.3893453000346,None,98.3893453000346,None,98.3893453000346,None,101.042958300037,None,101.042958300037,None,101.042958300037,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,107,23,Female,2022-05-02_09h37.55.542,Boat,2022.1.1,60.0021840821609
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,7,7,15,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,positive,negative,l,l,1,1.02634660003241,102.058773800032,103.071345500008,103.051861900021,None,102.058773800032,None,102.058773800032,None,102.058773800032,None,104.072608499997,None,104.072608499997,None,104.072608499997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,107,23,Female,2022-05-02_09h37.55.542,Boat,2022.1.1,60.0021840821609
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,8,8,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,negative,neutral,k,k,1,1.2380753000034,104.100994100037,105.120970999997,105.10166840005,None,104.100994100037,None,104.100994100037,None,104.100994100037,None,106.315084700042,None,106.315084700042,None,106.315084700042,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,107,23,Female,2022-05-02_09h37.55.542,Boat,2022.1.1,60.0021840821609
