target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,53.2590042000083,41.6283835400027,None,94.9103614999913,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,18,2022-05-12_19h33.04.237,Main,2022.1.1,60.0050284195038
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,0,0,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,98.6796677999955,None,prac,2,2,2,positive,neutral,k,k,1,1.32917290000478,100.690716700003,101.693650400004,101.679531400005,None,100.690716700003,None,100.690716700003,None,100.690716700003,None,103.012771040005,None,103.012771040005,None,103.012771040005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,18,2022-05-12_19h33.04.237,Main,2022.1.1,60.0050284195038
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,1,1,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,positive,l,l,1,1.52933330000087,103.017303899993,104.029450899994,104.012829799991,None,103.017303899993,None,103.017303899993,None,103.017303899993,None,105.548244899997,None,105.548244899997,None,105.548244899997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,18,2022-05-12_19h33.04.237,Main,2022.1.1,60.0050284195038
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,2,2,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,positive,l,l,1,1.00208460001159,106.560803,107.560116599998,107.543418599991,None,106.560803,None,106.560803,None,106.560803,None,108.560095439992,None,108.560095439992,None,108.560095439992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,18,2022-05-12_19h33.04.237,Main,2022.1.1,60.0050284195038
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,3,3,7,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,neutral,k,k,1,0.880461599997943,108.561592400001,109.5767758,109.560089199993,None,108.561592400001,None,108.561592400001,None,108.561592400001,None,110.443429340005,None,110.443429340005,None,110.443429340005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,18,2022-05-12_19h33.04.237,Main,2022.1.1,60.0050284195038
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,4,4,12,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,negative,j,j,1,0.684595300001092,110.443542099994,111.443416900001,111.443416900001,None,110.443542099994,None,110.443542099994,None,110.443542099994,None,112.129443239995,None,112.129443239995,None,112.129443239995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,18,2022-05-12_19h33.04.237,Main,2022.1.1,60.0050284195038
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,5,5,15,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,negative,j,j,1,0.662913499996648,112.132415899992,113.145965899996,113.129307499999,None,112.132415899992,None,112.132415899992,None,112.132415899992,None,113.793656839996,None,113.793656839996,None,113.793656839996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,18,2022-05-12_19h33.04.237,Main,2022.1.1,60.0050284195038
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,6,6,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,neutral,k,k,1,0.715963499998907,113.796812000001,114.795904700004,114.779236499991,None,113.796812000001,None,113.796812000001,None,113.796812000001,None,115.510802540004,None,115.510802540004,None,115.510802540004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,18,2022-05-12_19h33.04.237,Main,2022.1.1,60.0050284195038
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,7,7,9,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,negative,j,j,1,1.2144522999879,115.51651429999,116.529235399998,116.512573100001,None,115.51651429999,None,115.51651429999,None,115.51651429999,None,117.726626440002,None,117.726626440002,None,117.726626440002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,18,2022-05-12_19h33.04.237,Main,2022.1.1,60.0050284195038
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,8,8,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,positive,l,l,1,0.917018100008136,117.730851200002,118.745832000001,118.729251199999,None,117.730851200002,None,117.730851200002,None,117.730851200002,None,119.645770740004,None,119.645770740004,None,119.645770740004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,18,2022-05-12_19h33.04.237,Main,2022.1.1,60.0050284195038
