target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,38.5738717999775,32.5962444498902,None,71.1953875999898,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-11-14_20h02.51.898,Main,2022.1.1,60.1264338478758
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,0,0,12,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,74.5120536999311,None,prac,1,1,2,neutral,negative,l,j,0,2.38422440004069,76.5306400000118,77.5427331000101,77.5260563999182,None,76.5306400000118,None,76.5306400000118,None,76.5306400000118,None,79.9154480999568,None,79.9154480999568,None,79.9154480999568,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-11-14_20h02.51.898,Main,2022.1.1,60.1264338478758
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,1,1,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,positive,j,k,0,-0.796394799952395,80.9276578999124,NaN,NaN,None,80.9276578999124,None,80.9276578999124,None,80.9276578999124,None,81.1275308999466,None,81.1275308999466,None,81.1275308999466,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-11-14_20h02.51.898,Main,2022.1.1,60.1264338478758
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,2,2,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,neutral,k,k,1,-0.529709799913689,84.127376099932,NaN,NaN,None,84.127376099932,None,84.127376099932,None,84.127376099932,None,84.595411599963,None,84.595411599963,None,84.595411599963,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-11-14_20h02.51.898,Main,2022.1.1,60.1264338478758
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,3,3,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,neutral,k,k,1,0.837477499968372,87.6092401999049,88.6092216999969,88.5925637999317,None,87.6092401999049,None,87.6092401999049,None,87.6092401999049,None,89.4425996499369,None,89.4425996499369,None,89.4425996499369,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-11-14_20h02.51.898,Main,2022.1.1,60.1264338478758
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,4,4,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,neutral,k,k,1,-0.769551899982616,89.4452084999066,NaN,NaN,None,89.4452084999066,None,89.4452084999066,None,89.4452084999066,None,89.6759200999513,None,89.6759200999513,None,89.6759200999513,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-11-14_20h02.51.898,Main,2022.1.1,60.1264338478758
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,5,5,3,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,negative,l,k,0,1.23483209998813,92.6766082999529,93.6782836999046,93.6617945999606,None,92.6766082999529,None,92.6766082999529,None,92.6766082999529,None,94.9115450999234,None,94.9115450999234,None,94.9115450999234,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-11-14_20h02.51.898,Main,2022.1.1,60.1264338478758
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,6,6,9,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,negative,l,l,1,1.78417070000432,95.9101093999343,96.9114949000068,96.8949829000048,None,95.9101093999343,None,95.9101093999343,None,95.9101093999343,None,98.6923181999009,None,98.6923181999009,None,98.6923181999009,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-11-14_20h02.51.898,Main,2022.1.1,60.1264338478758
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,7,7,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,positive,j,l,0,0.00300989998504519,99.6923470000038,NaN,100.675723499968,None,99.6923470000038,None,99.6923470000038,None,99.6923470000038,None,100.692390199983,None,100.692390199983,None,100.692390199983,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-11-14_20h02.51.898,Main,2022.1.1,60.1264338478758
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,8,8,5,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,positive,j,j,1,1.06773290003184,103.69429559994,104.694793700008,104.678856499959,None,103.69429559994,None,103.69429559994,None,103.69429559994,None,105.759306749958,None,105.759306749958,None,105.759306749958,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-11-14_20h02.51.898,Main,2022.1.1,60.1264338478758
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,9,9,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,positive,j,j,1,0.714787199976854,105.763723199954,106.778181299916,106.761738299974,None,105.763723199954,None,105.763723199954,None,105.763723199954,None,107.475870349957,None,107.475870349957,None,107.475870349957,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-11-14_20h02.51.898,Main,2022.1.1,60.1264338478758
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,10,10,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,neutral,k,k,1,0.848510899930261,107.479685499915,108.492160299909,108.475669599953,None,107.479685499915,None,107.479685499915,None,107.479685499915,None,109.325781349954,None,109.325781349954,None,109.325781349954,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-11-14_20h02.51.898,Main,2022.1.1,60.1264338478758
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,11,11,15,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,negative,l,l,1,0.765037100063637,109.32543159998,110.32549009996,110.32549009996,None,109.32543159998,None,109.32543159998,None,109.32543159998,None,111.092165049911,None,111.092165049911,None,111.092165049911,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-11-14_20h02.51.898,Main,2022.1.1,60.1264338478758
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,12,12,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,0.767263500019908,111.096280899947,112.11134459998,112.094829799957,None,111.096280899947,None,111.096280899947,None,111.096280899947,None,112.861320449901,None,112.861320449901,None,112.861320449901,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,601,2023-11-14_20h02.51.898,Main,2022.1.1,60.1264338478758
