target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,50.1638188001234,47.4848547099391,None,97.6640837998129,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,0,0,6,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,102.647556999931,None,prac,1,1,1,positive,negative,l,l,1,2.08347660000436,104.667124599917,105.680890799966,105.647589799948,None,104.667124599917,None,104.667124599917,None,104.667124599917,None,107.749978399836,None,107.749978399836,None,107.749978399836,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,1,1,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,neutral,k,k,1,2.11719819996506,108.748953999951,109.766840899829,109.730795099866,None,108.748953999951,None,108.748953999951,None,108.748953999951,None,111.86406819988,None,111.86406819988,None,111.86406819988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,2,2,7,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,neutral,k,k,1,0.817425200017169,112.865203500027,113.883434699848,113.847368499963,None,112.865203500027,None,112.865203500027,None,112.865203500027,None,114.680692509864,None,114.680692509864,None,114.680692509864,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,3,3,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,positive,j,j,1,1.01480479980819,114.684441799996,115.697320799809,115.680637500016,None,114.684441799996,None,114.684441799996,None,114.684441799996,None,116.697286809911,None,116.697286809911,None,116.697286809911,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,4,4,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,0.74885750003159,116.700203599874,117.713926699944,117.680600699969,None,116.700203599874,None,116.700203599874,None,116.700203599874,None,118.447354009957,None,118.447354009957,None,118.447354009957,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,5,5,15,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,negative,l,l,1,0.98185919993557,118.451150499983,119.464033499826,119.450086300028,None,118.451150499983,None,118.451150499983,None,118.451150499983,None,120.430541509879,None,120.430541509879,None,120.430541509879,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,6,6,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,neutral,k,k,1,0.766213100170717,120.44722099998,121.447211500024,121.430534099927,None,120.44722099998,None,120.44722099998,None,120.44722099998,None,122.1972089099,None,122.1972089099,None,122.1972089099,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,7,7,5,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,positive,j,j,1,0.847528100013733,122.201192399953,123.21654319996,123.197149999905,None,122.201192399953,None,122.201192399953,None,122.201192399953,None,124.04717220983,None,124.04717220983,None,124.04717220983,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,8,8,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,positive,j,j,1,0.732157499995083,124.050482599996,125.063803100027,125.030451099854,None,124.050482599996,None,124.050482599996,None,124.050482599996,None,125.780439909897,None,125.780439909897,None,125.780439909897,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,9,9,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,0.816009999951348,125.783771099988,126.780426699901,126.780426699901,None,125.783771099988,None,125.783771099988,None,125.783771099988,None,127.598057709984,None,127.598057709984,None,127.598057709984,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,10,10,9,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,negative,l,l,1,0.848023500060663,127.603965200018,128.613723899936,128.583235099912,None,127.603965200018,None,127.603965200018,None,127.603965200018,None,129.44703730999,None,129.44703730999,None,129.44703730999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,11,11,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,positive,j,j,1,0.964915399905294,129.450590299908,130.463686299976,130.446990499971,None,129.450590299908,None,129.450590299908,None,129.450590299908,None,131.41343240987,None,131.41343240987,None,131.41343240987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,12,12,3,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,negative,l,l,1,1.26563119981438,131.419594999868,132.433079099981,132.41361209983,None,131.419594999868,None,131.419594999868,None,131.419594999868,None,133.68027690996,None,133.68027690996,None,133.68027690996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,13,13,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,positive,j,j,1,1.94851410016418,133.684188199928,134.696928299963,134.683050399879,None,133.684188199928,None,133.684188199928,None,133.684188199928,None,136.630392799852,None,136.630392799852,None,136.630392799852,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,14,14,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,positive,j,j,1,0.984441499924287,137.630546499975,138.632811399875,138.613469499862,None,137.630546499975,None,137.630546499975,None,137.630546499975,None,139.613489709911,None,139.613489709911,None,139.613489709911,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,15,15,12,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,negative,l,l,1,1.0148505999241,139.618009899976,140.630120599875,140.616254699882,None,139.618009899976,None,139.618009899976,None,139.618009899976,None,141.630092309904,None,141.630092309904,None,141.630092309904,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,16,16,0,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,negative,l,l,1,0.99859940004535,141.633720899932,142.649499599822,142.632923200028,None,141.633720899932,None,141.633720899932,None,141.633720899932,None,143.63008560997,None,143.63008560997,None,143.63008560997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,17,17,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,neutral,k,k,1,1.18174400017597,143.635541399941,144.646780199837,144.616250299849,None,143.635541399941,None,143.635541399941,None,143.635541399941,None,145.813391209929,None,145.813391209929,None,145.813391209929,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,1,0,18,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,positive,j,j,1,0.831934600137174,145.818489299854,146.832734999945,146.796647599898,None,145.818489299854,None,145.818489299854,None,145.818489299854,None,147.646657909849,None,147.646657909849,None,147.646657909849,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,803,2023-11-04_10h30.40.425,Main,2022.1.1,60.000132071145
