target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,53.3913352999371,21.9131155600189,None,75.3262386000715,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,301,2023-06-26_16h41.34.968,Main,2022.1.1,59.1953458448191
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,0,0,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,79.3453374999808,None,prac,2,2,1,neutral,positive,j,j,1,1.66981910006143,81.3588659999659,82.3620293000713,82.3453360999702,None,81.3588659999659,None,81.3588659999659,None,81.3588659999659,None,84.026043000049,None,84.026043000049,None,84.026043000049,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,301,2023-06-26_16h41.34.968,Main,2022.1.1,59.1953458448191
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,1,1,3,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,negative,l,l,1,0.82202610000968,85.032462000032,86.0451470999978,86.0285494000418,None,85.032462000032,None,85.032462000032,None,85.032462000032,None,86.8452193600242,None,86.8452193600242,None,86.8452193600242,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,301,2023-06-26_16h41.34.968,Main,2022.1.1,59.1953458448191
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,2,2,0,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,negative,l,l,1,0.664542300044559,86.8496813999955,87.8596562000457,87.8452411000617,None,86.8496813999955,None,86.8496813999955,None,86.8496813999955,None,88.5117507600808,None,88.5117507600808,None,88.5117507600808,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,301,2023-06-26_16h41.34.968,Main,2022.1.1,59.1953458448191
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,3,3,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,0.662524800049141,88.5150965000503,89.5284246000228,89.5118497000076,None,88.5150965000503,None,88.5150965000503,None,88.5150965000503,None,90.1760114600766,None,90.1760114600766,None,90.1760114600766,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,301,2023-06-26_16h41.34.968,Main,2022.1.1,59.1953458448191
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,4,4,15,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,negative,l,l,1,0.699217400047928,90.1818660000572,91.1950635999674,91.1618603999959,None,90.1818660000572,None,90.1818660000572,None,90.1818660000572,None,91.8761676600552,None,91.8761676600552,None,91.8761676600552,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,301,2023-06-26_16h41.34.968,Main,2022.1.1,59.1953458448191
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,5,5,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,neutral,k,k,1,0.598217200022191,91.8809835000429,92.8920673000393,92.8747636000626,None,91.8809835000429,None,91.8809835000429,None,91.8809835000429,None,93.4757548600319,None,93.4757548600319,None,93.4757548600319,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,301,2023-06-26_16h41.34.968,Main,2022.1.1,59.1953458448191
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,6,6,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,neutral,k,k,1,0.598943100078031,93.4758177000331,94.4758720999816,94.4758720999816,None,93.4758177000331,None,93.4758177000331,None,93.4758177000331,None,95.0758234600653,None,95.0758234600653,None,95.0758234600653,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,301,2023-06-26_16h41.34.968,Main,2022.1.1,59.1953458448191
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,7,7,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,neutral,k,k,1,0.565575400018133,95.0793440999696,96.0784134999849,96.0784134999849,None,95.0793440999696,None,95.0793440999696,None,95.0793440999696,None,96.6428504600772,None,96.6428504600772,None,96.6428504600772,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,301,2023-06-26_16h41.34.968,Main,2022.1.1,59.1953458448191
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,8,8,5,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,positive,j,j,1,0.61581590003334,96.6485211000545,97.6616003999952,97.6450435000006,None,96.6485211000545,None,96.6485211000545,None,96.6485211000545,None,98.259421660041,None,98.259421660041,None,98.259421660041,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,301,2023-06-26_16h41.34.968,Main,2022.1.1,59.1953458448191
