target,distractor,set,ans1,ans2,total_experiment_thisRepN,total_experiment_thisTrialN,total_experiment_thisN,total_experiment_thisIndex,word_task_thisRepN,word_task_thisTrialN,word_task_thisN,word_task_thisIndex,flanker_task_thisRepN,flanker_task_thisTrialN,flanker_task_thisN,flanker_task_thisIndex,conjunction_task_thisRepN,conjunction_task_thisTrialN,conjunction_task_thisN,conjunction_task_thisIndex,second_end_thisRepN,second_end_thisTrialN,second_end_thisN,second_end_thisIndex,last_end_thisRepN,last_end_thisTrialN,last_end_thisN,last_end_thisIndex,fl_inst_loop_thisRepN,fl_inst_loop_thisTrialN,fl_inst_loop_thisN,fl_inst_loop_thisIndex,fl_prac_loop_thisRepN,fl_prac_loop_thisTrialN,fl_prac_loop_thisN,fl_prac_loop_thisIndex,fl_main_loop_thisRepN,fl_main_loop_thisTrialN,fl_main_loop_thisN,fl_main_loop_thisIndex,conj_ins_loop_thisRepN,conj_ins_loop_thisTrialN,conj_ins_loop_thisN,conj_ins_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,back_2_started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fix_fl_started,targ_started,fl_key_started,fix_fl_stopped,fl_ans,fl_res,fl_corr,fl_rt,fl_key_keys,fl_key_corr,fl_key_rt,mainback_started,key_resp_6_keys,key_resp_6_rt,back_2_stopped,text_5_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,x____,x__,x___1,weather,flanker,conjunction,test_mode,date,expName,psychopyVersion,frameRate
negative,positive,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,positive,negative,593.2608196,594.2413099,594.2413099,594.2745858,j,j,1,1.93141379999906,j,1,1.92267709999942,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
neutral,negative,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,9,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,negative,neutral,597.204939200001,598.191100800001,598.191100800001,598.207738300001,k,l,0,4.42447090000132,l,0,4.40477549999923,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
negative,negative,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10,10,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,2,negative,negative,603.6327913,604.6247625,604.6247625,604.6413364,j,j,1,3.70690099999956,j,1,3.67639909999889,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
neutral,positive,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,11,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,2,positive,neutral,609.346673,610.341281200001,610.341281200001,610.357904,k,k,1,1.29032340000049,k,1,1.26340540000092,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
negative,negative,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,negative,negative,611.6401709,612.624498200001,612.624498200001,612.641419200001,j,j,1,2.3305419999997,j,1,2.30790720000005,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
positive,neutral,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,13,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,neutral,positive,615.9841504,616.9746777,616.9746777,616.991613400001,l,l,1,1.45755740000095,l,1,1.43050549999862,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
neutral,neutral,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,14,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,neutral,neutral,618.4406189,619.424644300001,619.424644300001,619.441379600001,k,k,1,1.38142700000026,k,1,1.37132569999994,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
negative,positive,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15,15,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,1,1,1,positive,negative,620.8234309,621.807840200001,621.807840200001,621.824718100001,j,j,1,1.41511419999915,j,1,1.39690699999846,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
negative,neutral,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16,16,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,2,neutral,negative,623.2401959,624.224984600001,624.224984600001,624.241408100001,j,j,1,1.39875750000101,j,1,1.38726429999952,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
positive,negative,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17,17,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,prac,2,2,1,negative,positive,625.6434236,626.624514700001,626.624514700001,626.6579005,l,j,0,5.91486850000001,j,0,5.8913952999992,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
neutral,neutral,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,10,NaN,NaN,NaN,NaN,,NaN,NaN,636.857363200001,main,1,1,2,neutral,neutral,638.875766000001,639.858062200001,639.858062200001,639.8916419,k,k,1,1.98049619999983,k,1,1.96338930000093,633.5611286,space,3.27698369999962,638.875766000001,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
negative,positive,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,15,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,2,positive,negative,642.863622300001,643.857775500001,643.857775500001,643.874760500001,j,j,1,1.28952780000145,j,1,1.2592085999986,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
positive,positive,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2,2,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,1,positive,positive,645.159741400001,646.141261100001,646.141261100001,646.174728600001,l,l,1,1.46535440000116,l,1,1.45544569999947,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
negative,neutral,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,3,3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,1,neutral,negative,647.62407,648.607833400001,648.607833400001,648.624727600001,j,l,0,1.34723920000033,l,0,1.33345269999882,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
negative,negative,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4,4,9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,negative,negative,650.981947400001,651.9748421,651.9748421,651.991251400001,j,j,1,1.33920919999946,j,1,1.30902989999959,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
negative,positive,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,5,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,positive,negative,653.3233119,654.3084507,654.3084507,654.3251007,j,j,1,1.31537170000047,j,1,1.29633499999909,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
positive,negative,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,6,5,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,negative,positive,655.6398341,656.6246171,656.6246171,656.6412781,l,l,1,1.68196630000057,l,1,1.66199400000005,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
neutral,positive,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,7,7,13,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,positive,neutral,659.333861700001,660.324627,660.324627,660.3415071,k,k,1,1.15637389999938,k,1,1.12899359999938,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
positive,neutral,1,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,neutral,positive,661.490595400001,662.474657700001,662.474657700001,662.491514900001,l,l,1,3.11542259999987,l,1,3.10609019999902,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
neutral,neutral,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,9,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,neutral,neutral,666.613538000001,667.607767900001,667.607767900001,667.6245884,k,k,1,1.12377859999833,k,1,1.10082850000072,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
positive,neutral,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10,10,17,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,neutral,positive,668.7407208,669.724659700001,669.724659700001,669.741257600001,l,l,1,1.03091610000047,l,1,1.00805439999931,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
positive,positive,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,11,11,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,positive,positive,670.772878400001,671.7581075,671.7581075,671.7748529,l,l,1,1.16530659999989,l,1,1.14185550000002,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
negative,negative,1,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,12,0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,negative,negative,672.9408938,673.9246004,673.9246004,673.941261800001,j,j,1,1.43215090000012,j,1,1.40794710000046,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
neutral,positive,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,13,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,positive,neutral,675.3730201,676.357991700001,676.357991700001,676.3751359,k,k,1,1.01506390000031,k,1,0.998971500001062,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
positive,negative,2,l,j,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,14,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,2,negative,positive,677.391080400001,678.3759477,678.3759477,678.3924914,l,l,1,1.14796360000037,l,1,1.13370980000036,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
neutral,negative,1,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15,15,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,1,negative,neutral,679.5405269,680.524643800001,680.524643800001,680.5414335,k,k,1,1.06755039999916,k,1,1.04911749999883,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
negative,neutral,2,j,l,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16,16,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,neutral,negative,681.609615200001,682.5914292,682.5914292,682.625010100001,j,j,1,1.34609999999884,j,1,1.3339474000004,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
neutral,negative,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17,17,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,1,1,2,negative,neutral,683.9574505,684.942295300001,684.942295300001,684.958137600001,k,k,1,1.05003450000004,k,1,1.03066080000099,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
neutral,negative,2,k,k,1,0,1,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,18,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,main,2,2,2,negative,neutral,686.009193800001,686.991630500001,686.991630500001,687.008364400001,k,k,1,1.06303350000053,k,1,1.04674159999922,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,106,61,남성,no,yes,yes,no,2023-11-28_14h16.25.909,experiment_2311,2022.2.5,60.0243338646266
