target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,14.3795284000007,35.1680293500009,None,49.5655761000016,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,507,2023-11-17_10h48.59.724,Main,2022.1.1,61.3671245278521
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,0,0,9,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,53.5344614999995,None,prac,2,2,2,negative,negative,l,l,1,1.34515720000491,55.5564949000036,56.5679077000023,56.5511532000019,None,55.5564949000036,None,55.5564949000036,None,55.5564949000036,None,57.8988253499971,None,57.8988253499971,None,57.8988253499971,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,507,2023-11-17_10h48.59.724,Main,2022.1.1,61.3671245278521
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,1,1,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,positive,j,j,1,0.93084789999557,57.9052512999988,58.917575200001,58.9010198000033,None,57.9052512999988,None,57.9052512999988,None,57.9052512999988,None,59.8320947500011,None,59.8320947500011,None,59.8320947500011,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,507,2023-11-17_10h48.59.724,Main,2022.1.1,61.3671245278521
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,2,2,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,neutral,k,k,1,0.664517800003523,59.8461136999977,60.8484125999967,60.8317285000012,None,59.8461136999977,None,59.8461136999977,None,59.8461136999977,None,61.498290950001,None,61.498290950001,None,61.498290950001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,507,2023-11-17_10h48.59.724,Main,2022.1.1,61.3671245278521
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,3,3,6,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,negative,l,l,1,0.665352700001677,61.5001032,62.5150798000032,62.4984066999968,None,61.5001032,None,61.5001032,None,61.5001032,None,63.1652061499968,None,63.1652061499968,None,63.1652061499968,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,507,2023-11-17_10h48.59.724,Main,2022.1.1,61.3671245278521
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,4,4,12,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,negative,l,l,1,0.881772300002922,63.1769876000035,64.184393800002,64.1509548999966,None,63.1769876000035,None,63.1769876000035,None,63.1769876000035,None,65.048347249996,None,65.048347249996,None,65.048347249996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,507,2023-11-17_10h48.59.724,Main,2022.1.1,61.3671245278521
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,5,5,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,neutral,k,k,1,0.848788700001023,65.0676007000002,66.0674720000025,66.0509356999974,None,65.0676007000002,None,65.0676007000002,None,65.0676007000002,None,66.8986295499977,None,66.8986295499977,None,66.8986295499977,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,507,2023-11-17_10h48.59.724,Main,2022.1.1,61.3671245278521
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,6,6,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,neutral,k,k,1,0.698353800005862,66.9052698000014,67.9175076000029,67.9009093999994,None,66.9052698000014,None,66.9052698000014,None,66.9052698000014,None,68.5991163499981,None,68.5991163499981,None,68.5991163499981,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,507,2023-11-17_10h48.59.724,Main,2022.1.1,61.3671245278521
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,7,7,5,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,positive,j,j,1,0.831612900001346,68.6107759000006,69.6173963999972,69.6008237999995,None,68.6107759000006,None,68.6107759000006,None,68.6107759000006,None,70.4318637500015,None,70.4318637500015,None,70.4318637500015,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,507,2023-11-17_10h48.59.724,Main,2022.1.1,61.3671245278521
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,8,8,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,positive,j,j,1,0.881645800000115,70.4349197999982,71.4481840000008,71.4315092000033,None,70.4349197999982,None,70.4349197999982,None,70.4349197999982,None,72.3147722499976,None,72.3147722499976,None,72.3147722499976,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,507,2023-11-17_10h48.59.724,Main,2022.1.1,61.3671245278521
