target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,62.6104807000083,34.0909604100132,None,96.7258094999997,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
,,NaN,,,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,1.20650640001986,100.042694110013,None,101.272730800003,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,0,0,5,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,104.659192200023,None,prac,2,2,1,negative,positive,j,j,1,1.66592280002078,106.700280700024,107.708976499998,107.689545300003,None,106.700280700024,None,106.700280700024,None,106.700280700024,None,109.361685600015,None,109.361685600015,None,109.361685600015,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,1,1,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,1.11650669999653,110.391561600001,111.406115200021,111.372723700013,None,110.391561600001,None,110.391561600001,None,110.391561600001,None,112.489459510017,None,112.489459510017,None,112.489459510017,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,2,2,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,neutral,k,k,1,0.681556700001238,112.504796200024,113.506039700005,113.489337000006,None,112.504796200024,None,112.504796200024,None,112.504796200024,None,114.172715910009,None,114.172715910009,None,114.172715910009,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,3,3,15,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,negative,l,l,1,0.866312999976799,114.175831900007,115.172649000015,115.172649000015,None,114.175831900007,None,114.175831900007,None,114.175831900007,None,116.040334810005,None,116.040334810005,None,116.040334810005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,4,4,12,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,negative,l,l,1,0.651584100007312,116.054565400002,117.055926500005,117.039269900008,None,116.054565400002,None,116.054565400002,None,116.054565400002,None,117.689292310007,None,117.689292310007,None,117.689292310007,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,5,5,9,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,negative,l,l,1,0.630738000007113,117.708027300017,118.72264610001,118.689244300011,None,117.708027300017,None,117.708027300017,None,117.708027300017,None,119.325287010023,None,119.325287010023,None,119.325287010023,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,6,6,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,neutral,k,k,1,0.662681999994675,119.338882600015,120.339190400002,120.322527100012,None,119.338882600015,None,119.338882600015,None,119.338882600015,None,120.989272910022,None,120.989272910022,None,120.989272910022,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,7,7,0,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,negative,l,l,1,0.881973299983656,120.99228950002,121.989190300024,121.975632800022,None,120.99228950002,None,120.99228950002,None,120.99228950002,None,122.872530310004,None,122.872530310004,None,122.872530310004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,8,8,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,positive,j,j,1,0.765176299988525,122.889156300022,123.891945400013,123.872487900022,None,122.889156300022,None,122.889156300022,None,122.889156300022,None,124.639156210001,None,124.639156210001,None,124.639156210001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,9,9,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,positive,j,j,1,0.681222100014566,124.658436199999,125.675343300012,125.639174800017,None,124.658436199999,None,124.658436199999,None,124.658436199999,None,126.32265051,None,126.32265051,None,126.32265051,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,10,10,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,positive,j,j,1,0.58218189998297,126.339133500005,127.3390678,127.308581899997,None,126.339133500005,None,126.339133500005,None,126.339133500005,None,127.906082410013,None,127.906082410013,None,127.906082410013,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,11,11,6,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,negative,l,l,1,0.731484099989757,127.916625800019,128.922353200003,128.908630999998,None,127.916625800019,None,127.916625800019,None,127.916625800019,None,129.638777310026,None,129.638777310026,None,129.638777310026,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,12,12,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,neutral,k,k,1,0.565432300005341,129.645246,130.655682400014,130.625240900001,None,129.645246,None,129.645246,None,129.645246,None,131.205655810013,None,131.205655810013,None,131.205655810013,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,13,13,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,positive,j,j,1,0.631844400020782,131.208492700011,132.222327399999,132.208522400004,None,131.208492700011,None,131.208492700011,None,131.208492700011,None,132.838955609998,None,132.838955609998,None,132.838955609998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,14,14,7,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,neutral,k,k,1,0.799061099998653,132.852072700014,133.855619200011,133.822292600002,None,132.852072700014,None,132.852072700014,None,132.852072700014,None,134.638923310002,None,134.638923310002,None,134.638923310002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,19,2022-05-13_15h30.21.601,Main,2022.1.1,58.8913583977067
