target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,7.56767189997481,28.2144063200394,None,35.8141090000281,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,0,0,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,40.5475316999946,None,prac,2,2,1,neutral,positive,l,l,1,1.35638010001276,42.5614304000046,43.5640707000275,43.5475554000004,None,42.5614304000046,None,42.5614304000046,None,42.5614304000046,None,44.9140665200248,None,44.9140665200248,None,44.9140665200248,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,1,1,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,0.695551500015426,44.9184130000067,45.9307069000206,45.9141758999904,None,44.9184130000067,None,44.9184130000067,None,44.9184130000067,None,46.6120546200254,None,46.6120546200254,None,46.6120546200254,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,2,2,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,neutral,k,l,0,0.61479949997738,46.615838000027,47.6278621000238,47.6117026000284,None,46.615838000027,None,46.615838000027,None,46.615838000027,None,48.228113899997,None,48.228113899997,None,48.228113899997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,3,3,12,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,negative,j,j,1,0.670320900040679,49.2281709000235,50.2281720000319,50.2115074000321,None,49.2281709000235,None,49.2281709000235,None,49.2281709000235,None,50.8948223199986,None,50.8948223199986,None,50.8948223199986,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,4,4,7,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,neutral,k,k,1,0.482946000003722,50.8956459999899,51.8948126999894,51.8948126999894,None,50.8956459999899,None,50.8956459999899,None,50.8956459999899,None,52.3791998200177,None,52.3791998200177,None,52.3791998200177,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,5,5,6,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,negative,j,j,1,0.666775699995924,52.3854331999901,53.3972529000021,53.3806679000263,None,52.3854331999901,None,52.3854331999901,None,52.3854331999901,None,54.0473536200298,None,54.0473536200298,None,54.0473536200298,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,6,6,3,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,negative,j,j,1,0.629733700014185,54.0510947000002,55.0617752000107,55.0473402999924,None,54.0510947000002,None,54.0510947000002,None,54.0510947000002,None,55.6784006200323,None,55.6784006200323,None,55.6784006200323,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,7,7,0,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,negative,j,j,1,0.532086200022604,55.6819298000191,56.6972016000072,56.6804990000091,None,55.6819298000191,None,55.6819298000191,None,55.6819298000191,None,57.2116708200483,None,57.2116708200483,None,57.2116708200483,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,8,8,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,neutral,k,k,1,0.55190700001549,57.2149650999927,58.2304423000314,58.2139380000299,None,57.2149650999927,None,57.2149650999927,None,57.2149650999927,None,58.7639693200181,None,58.7639693200181,None,58.7639693200181,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,9,9,5,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,positive,l,l,1,0.561602399975527,58.768192699994,59.7778852999909,59.7612431000452,None,58.768192699994,None,58.768192699994,None,58.768192699994,None,60.3279094200407,None,60.3279094200407,None,60.3279094200407,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,10,10,9,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,negative,j,j,1,1.26533389999531,60.3279174999916,61.3279107999988,61.3279107999988,None,60.3279174999916,None,60.3279174999916,None,60.3279174999916,None,62.5945708200161,None,62.5945708200161,None,62.5945708200161,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,11,11,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,positive,l,l,1,0.748912799987011,62.5945704000187,63.5945843000081,63.5945843000081,None,62.5945704000187,None,62.5945704000187,None,62.5945704000187,None,64.3445862200169,None,64.3445862200169,None,64.3445862200169,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,12,12,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,positive,l,l,1,0.682511499966495,64.3503058000351,65.3636797000072,65.3471569000394,None,64.3503058000351,None,64.3503058000351,None,64.3503058000351,None,66.0282008200011,None,66.0282008200011,None,66.0282008200011,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,13,13,15,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,negative,j,j,1,0.649435700033791,66.0342023000121,67.0470975000062,67.0279145000386,None,66.0342023000121,None,66.0342023000121,None,66.0342023000121,None,67.6778507200361,None,67.6778507200361,None,67.6778507200361,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,14,14,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,neutral,k,k,1,0.566580999991857,67.6820756000234,68.6947743000346,68.6803067000001,None,67.6820756000234,None,67.6820756000234,None,67.6820756000234,None,69.2468447200081,None,69.2468447200081,None,69.2468447200081,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,15,15,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,1.11526250001043,69.249960599991,70.2635247000144,70.246907600027,None,69.249960599991,None,69.249960599991,None,69.249960599991,None,71.3637008200458,None,71.3637008200458,None,71.3637008200458,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,16,16,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,positive,l,l,1,0.696360300004017,71.3672008000431,72.3776216999977,72.360074700031,None,71.3672008000431,None,71.3672008000431,None,71.3672008000431,None,73.0610227200377,None,73.0610227200377,None,73.0610227200377,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,112,2023-04-20_13h22.23.613,Main,2022.1.1,59.9045959532554
