target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,None,0.21018519,0.14074074,0,0,0,1.01022199001,None,20.3410395299999,None,43.2739689,None,43.2739689,None,-0.10462963,-0.125,0,0,0,0.0128313299996989,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,224,24,Male,2022-05-25_11h13.16.531,Main,2022.1.1,60.0530268226666
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,0,0,10,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,46.1712118999999,None,prac,2,2,2,neutral,neutral,k,k,1,1.36670370000002,48.2255654000001,49.2337296999999,49.1947442000001,None,48.2255654000001,None,48.2255654000001,None,48.2255654000001,None,50.5570631299999,None,50.5570631299999,None,50.5570631299999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,224,24,Male,2022-05-25_11h13.16.531,Main,2022.1.1,60.0530268226666
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,1,1,15,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,positive,negative,j,j,1,0.965457900000274,50.6048498999999,51.6178365999999,51.5793677000001,None,50.6048498999999,None,50.6048498999999,None,50.6048498999999,None,52.5258916300001,None,52.5258916300001,None,52.5258916300001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,224,24,Male,2022-05-25_11h13.16.531,Main,2022.1.1,60.0530268226666
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,2,2,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,positive,positive,l,l,1,0.838220900000124,52.5644169000002,53.5718803,53.5530595,None,52.5644169000002,None,52.5644169000002,None,52.5644169000002,None,54.3656542300002,None,54.3656542300002,None,54.3656542300002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,224,24,Male,2022-05-25_11h13.16.531,Main,2022.1.1,60.0530268226666
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,3,3,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,positive,neutral,k,k,1,0.709236700000019,54.4140613999998,55.4247128000002,55.3861990999999,None,54.4140613999998,None,54.4140613999998,None,54.4140613999998,None,56.0775946300002,None,56.0775946300002,None,56.0775946300002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,224,24,Male,2022-05-25_11h13.16.531,Main,2022.1.1,60.0530268226666
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,4,4,13,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,positive,neutral,k,l,0,0.668869800000266,56.1155744000002,57.1313199000001,57.1123097,None,56.1155744000002,None,56.1155744000002,None,56.1155744000002,None,57.7709657999999,None,57.7709657999999,None,57.7709657999999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,224,24,Male,2022-05-25_11h13.16.531,Main,2022.1.1,60.0530268226666
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,5,5,8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,positive,l,l,1,0.83923649999997,58.8159756999999,59.8196032999999,59.7998219999999,None,58.8159756999999,None,58.8159756999999,None,58.8159756999999,None,60.6175715300003,None,60.6175715300003,None,60.6175715300003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,224,24,Male,2022-05-25_11h13.16.531,Main,2022.1.1,60.0530268226666
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,6,6,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,positive,negative,j,j,1,0.741791600000397,60.6511872999999,61.6665548000001,61.6279694999998,None,60.6511872999999,None,60.6511872999999,None,60.6511872999999,None,62.36023133,None,62.36023133,None,62.36023133,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,224,24,Male,2022-05-25_11h13.16.531,Main,2022.1.1,60.0530268226666
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,7,7,9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,negative,j,j,1,0.892689300000256,62.3972389,63.3983444,63.3801880999999,None,62.3972389,None,62.3972389,None,62.3972389,None,64.2575841300001,None,64.2575841300001,None,64.2575841300001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,224,24,Male,2022-05-25_11h13.16.531,Main,2022.1.1,60.0530268226666
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,8,8,11,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,positive,positive,l,l,1,0.77316299999984,64.2786679999999,65.2856016000001,65.2661800999999,None,64.2786679999999,None,64.2786679999999,None,64.2786679999999,None,66.03401503,None,66.03401503,None,66.03401503,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,224,24,Male,2022-05-25_11h13.16.531,Main,2022.1.1,60.0530268226666
