target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,None,0.26666668,-0.13611111,0,0,0,1.00656030002119,None,20.3653633499996,None,71.3604187999999,None,71.3604187999999,None,-0.07777778,-0.07777778,0,0,0,0.0125291499998639,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,0,0,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,74.5915147999995,None,prac,2,2,1,neutral,neutral,k,k,1,1.32521840000027,76.6421867999998,77.6638573999999,77.6229471999995,None,76.6421867999998,None,76.6421867999998,None,76.6421867999998,None,78.9319254500003,None,78.9319254500003,None,78.9319254500003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,1,1,15,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,positive,negative,l,l,1,1.55171960000007,78.9808949999997,79.9848099999999,79.9641903000002,None,78.9808949999997,None,78.9808949999997,None,78.9808949999997,None,81.5148515999999,None,81.5148515999999,None,81.5148515999999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,2,2,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,positive,negative,l,l,1,1.13677910000024,82.5508162999995,83.557116,83.5368363999996,None,82.5508162999995,None,82.5508162999995,None,82.5508162999995,None,84.65405815,None,84.65405815,None,84.65405815,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,3,3,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,positive,neutral,k,k,1,0.945504899999833,84.6907141000002,85.7074457999997,85.6862991999997,None,84.6907141000002,None,84.6907141000002,None,84.6907141000002,None,86.6034700500001,None,86.6034700500001,None,86.6034700500001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,4,4,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,negative,l,l,1,0.962175400000888,86.6412952000001,87.6455391999998,87.6238557999995,None,86.6412952000001,None,86.6412952000001,None,86.6412952000001,None,88.5655664499997,None,88.5655664499997,None,88.5655664499997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,5,5,13,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,positive,neutral,k,k,1,1.01387160000013,88.6088352999996,89.6187054000002,89.5814221999999,None,88.6088352999996,None,88.6088352999996,None,88.6088352999996,None,90.5808680500001,None,90.5808680500001,None,90.5808680500001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,6,6,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,negative,neutral,k,k,1,0.903398299999935,90.6130828999994,91.6330553999996,91.5938952999995,None,90.6130828999994,None,90.6130828999994,None,90.6130828999994,None,92.49028565,None,92.49028565,None,92.49028565,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,7,7,11,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,positive,positive,j,j,1,0.771979199999805,92.5106975999997,93.5285545999996,93.4875415999995,None,92.5106975999997,None,92.5106975999997,None,92.5106975999997,None,94.2634727499996,None,94.2634727499996,None,94.2634727499996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,8,8,8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,neutral,positive,j,j,1,0.952726200000143,94.2988536000003,95.3172095999998,95.2978790999996,None,94.2988536000003,None,94.2988536000003,None,94.2988536000003,None,96.22095925,None,96.22095925,None,96.22095925,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,9,9,17,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,positive,j,j,1,1.04597310000008,96.2415949999995,97.2463820000003,97.2266675000001,None,96.2415949999995,None,96.2415949999995,None,96.2415949999995,None,98.2690320500003,None,98.2690320500003,None,98.2690320500003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,10,10,0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,negative,negative,l,l,1,0.910231800000474,98.2992654,99.3064417999994,99.2855369999997,None,98.2992654,None,98.2992654,None,98.2992654,None,100.17913135,None,100.17913135,None,100.17913135,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,11,11,3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,neutral,negative,l,l,1,0.76124290000007,100.2045348,101.2137694,101.1944142,None,100.2045348,None,100.2045348,None,100.2045348,None,101.94353965,None,101.94353965,None,101.94353965,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,12,12,10,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,neutral,neutral,k,k,1,0.860665600000175,101.9763601,102.9899729,102.9690687,None,101.9763601,None,101.9763601,None,101.9763601,None,103.80810285,None,103.80810285,None,103.80810285,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,13,13,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,negative,neutral,k,k,1,0.884470699999838,103.8290808,104.8324956,104.8124858,None,103.8290808,None,103.8290808,None,103.8290808,None,105.69509755,None,105.69509755,None,105.69509755,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,217,24,Male,2022-05-17_14h14.25.046,Main,2022.1.1,59.9797268525523
