target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,image_8_started,start_wait_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,image_5_started,image_6_started,back_2_started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fix_fl_started,j_button_started,k_button_started,l_button_started,targ_started,fix_fl_stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2_started,k_button2_started,l_button2_started,j_button2_stopped,k_button2_stopped,l_button2_stopped,mainback_started,mouse_6_started,image_7_started,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,id_,date,expName,psychopyVersion,frameRate
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,3,3,16,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,negative,neutral,264.571567300009,264.571567300009,264.571567300009,264.571567300009,265.538062099833,265.604938799981,k,k,1,1.33152040001005,266.904767700005,266.904767700005,266.904767700005,266.904767700005,266.904767700005,266.904767700005,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,4,4,15,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,positive,negative,266.904767700005,266.904767700005,266.904767700005,266.904767700005,267.872652299935,267.938403399894,l,l,1,3.26632479997352,271.139525800012,271.139525800012,271.139525800012,272.171687499853,272.171687499853,272.171687499853,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,5,5,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,negative,negative,272.171687499853,272.171687499853,272.171687499853,272.171687499853,273.171781699872,273.20499719982,l,l,1,1.54229590017349,274.738825399894,274.738825399894,274.738825399894,274.738825399894,274.738825399894,274.738825399894,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,6,6,11,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,2,positive,positive,274.738825399894,274.738825399894,274.738825399894,274.738825399894,275.704889999935,275.772033499787,j,j,1,2.39793900004588,278.106332099997,278.106332099997,278.106332099997,279.139434200013,279.139434200013,279.139434200013,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,7,7,2,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,positive,positive,279.139434200013,279.139434200013,279.139434200013,279.139434200013,280.138846299844,280.172403899953,j,j,1,1.47935379995033,281.638633299852,281.638633299852,281.638633299852,281.638633299852,281.638633299852,281.638633299852,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,8,8,4,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,positive,neutral,281.638633299852,281.638633299852,281.638633299852,281.638633299852,282.639543899801,282.672034899937,k,k,1,1.76107569993474,284.405800399836,284.405800399836,284.405800399836,284.405800399836,284.405800399836,284.405800399836,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,9,9,12,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,neutral,negative,284.405800399836,284.405800399836,284.405800399836,284.405800399836,285.372490199981,285.439083099831,l,l,1,15.3348753999453,300.707621699898,300.707621699898,300.707621699898,301.757247800007,301.757247800007,301.757247800007,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,10,10,14,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,negative,positive,301.757247800007,301.757247800007,301.757247800007,301.757247800007,302.740678799804,302.773875499843,j,j,1,2.60985799995251,305.341107299784,305.341107299784,305.341107299784,306.373665199848,306.373665199848,306.373665199848,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,11,11,5,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,negative,positive,306.373665199848,306.373665199848,306.373665199848,306.373665199848,307.373837799998,307.407244999893,j,j,1,3.01135260006413,310.374984599883,310.374984599883,310.374984599883,311.407440799987,311.407440799987,311.407440799987,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,12,12,3,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,neutral,negative,311.407440799987,311.407440799987,311.407440799987,311.407440799987,312.407476699911,312.441125699785,l,l,1,3.87661190005019,316.275039899861,316.275039899861,316.275039899861,317.30743029993,317.30743029993,317.30743029993,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,13,13,7,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,negative,neutral,317.30743029993,317.30743029993,317.30743029993,317.30743029993,318.307732799789,318.340958499815,k,k,1,2.41140069998801,320.70873329998,320.70873329998,320.70873329998,321.742571200011,321.742571200011,321.742571200011,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,14,14,17,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,neutral,positive,321.742571200011,321.742571200011,321.742571200011,321.742571200011,322.741375299869,322.774603599915,j,j,1,2.74279709998518,325.475509200012,325.475509200012,325.475509200012,326.508164400002,326.508164400002,326.508164400002,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,15,15,9,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,2,negative,negative,326.508164400002,326.508164400002,326.508164400002,326.508164400002,327.509027799824,327.541183699854,l,l,1,1.34312939993106,328.874951899983,328.874951899983,328.874951899983,328.874951899983,328.874951899983,328.874951899983,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,16,16,6,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,positive,negative,328.874951899983,328.874951899983,328.874951899983,328.874951899983,329.842052799882,329.908552499954,l,l,1,1.69561080005951,331.574796699919,331.574796699919,331.574796699919,331.574796699919,331.574796699919,331.574796699919,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,17,17,8,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,neutral,positive,331.574796699919,331.574796699919,331.574796699919,331.574796699919,332.542105400003,332.608268599957,j,j,1,1.9982487000525,334.575796499848,334.575796499848,334.575796499848,334.575796499848,334.575796499848,334.575796499848,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,0,18,2,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,positive,positive,334.575796499848,334.575796499848,334.575796499848,334.575796499848,335.542716399999,335.60868659988,j,j,1,2.3983718000818,337.943088899832,337.943088899832,337.943088899832,338.975726099918,338.975726099918,338.975726099918,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,1,19,6,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,positive,negative,338.975726099918,338.975726099918,338.975726099918,338.975726099918,339.975818799809,340.008627499919,l,l,1,1.85963660012931,341.858619899955,341.858619899955,341.858619899955,341.858619899955,341.858619899955,341.858619899955,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,2,20,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,negative,negative,341.858619899955,341.858619899955,341.858619899955,341.858619899955,342.825370199978,342.892365799984,l,l,1,9.83218129980378,352.660951399943,352.660951399943,352.660951399943,353.692703499924,353.692703499924,353.692703499924,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,3,21,8,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,neutral,positive,353.692703499924,353.692703499924,353.692703499924,353.692703499924,354.693087399937,354.726064299932,j,j,1,2.14320000004955,356.8272119998,356.8272119998,356.8272119998,357.859963899944,357.859963899944,357.859963899944,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,4,22,17,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,neutral,positive,357.859963899944,357.859963899944,357.859963899944,357.859963899944,358.859640099807,358.893020599848,j,j,1,2.24419820006005,361.093829699792,361.093829699792,361.093829699792,362.12681009993,362.12681009993,362.12681009993,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,5,23,4,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,positive,neutral,362.12681009993,362.12681009993,362.12681009993,362.12681009993,363.127110800007,363.159889299888,k,k,1,1.8128180000931,364.960303499829,364.960303499829,364.960303499829,364.960303499829,364.960303499829,364.960303499829,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,6,24,3,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,neutral,negative,364.960303499829,364.960303499829,364.960303499829,364.960303499829,365.96062509995,365.993839500006,l,l,1,1.92748119984753,367.893464599969,367.893464599969,367.893464599969,367.893464599969,367.893464599969,367.893464599969,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,7,25,5,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,negative,positive,367.893464599969,367.893464599969,367.893464599969,367.893464599969,368.861673299922,368.927549999906,j,j,1,2.06536339991726,370.927769599948,370.927769599948,370.927769599948,371.960320599843,371.960320599843,371.960320599843,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,8,26,15,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,positive,negative,371.960320599843,371.960320599843,371.960320599843,371.960320599843,372.960933199851,372.995154900011,l,l,1,1.44450540002435,374.426909499802,374.426909499802,374.426909499802,374.426909499802,374.426909499802,374.426909499802,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,9,27,11,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,positive,positive,374.426909499802,374.426909499802,374.426909499802,374.426909499802,375.394417600008,375.460862600012,j,j,1,2.16468790010549,377.561779099982,377.561779099982,377.561779099982,378.594327699859,378.594327699859,378.594327699859,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,10,28,14,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,negative,positive,378.594327699859,378.594327699859,378.594327699859,378.594327699859,379.594502299791,379.627357299905,j,j,1,1.70932109979913,381.327755199978,381.327755199978,381.327755199978,381.327755199978,381.327755199978,381.327755199978,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,11,29,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,neutral,neutral,381.327755199978,381.327755199978,381.327755199978,381.327755199978,382.293968699872,382.361482899869,k,k,1,5.09948340011761,387.395936099812,387.395936099812,387.395936099812,388.428085899912,388.428085899912,388.428085899912,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,12,30,7,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,negative,neutral,388.428085899912,388.428085899912,388.428085899912,388.428085899912,389.428921999875,389.461546899984,k,k,1,1.7437537999358,391.19547539996,391.19547539996,391.19547539996,391.19547539996,391.19547539996,391.19547539996,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,13,31,10,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,neutral,neutral,391.19547539996,391.19547539996,391.19547539996,391.19547539996,392.160984299844,392.228445899906,k,k,1,1.56521120015532,393.762086499948,393.762086499948,393.762086499948,393.762086499948,393.762086499948,393.762086499948,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,14,32,16,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,negative,neutral,393.762086499948,393.762086499948,393.762086499948,393.762086499948,394.728706999915,394.795317599783,k,k,1,1.3291911999695,396.095597899985,396.095597899985,396.095597899985,396.095597899985,396.095597899985,396.095597899985,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,15,33,12,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,neutral,negative,396.095597899985,396.095597899985,396.095597899985,396.095597899985,397.061827199999,397.128699099878,l,l,1,1.53568809991702,398.629583399976,398.629583399976,398.629583399976,398.629583399976,398.629583399976,398.629583399976,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,16,34,9,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,2,negative,negative,398.629583399976,398.629583399976,398.629583399976,398.629583399976,399.595538499998,399.662515999982,l,l,1,3.66010300000198,403.263253799872,403.263253799872,403.263253799872,404.295947699808,404.295947699808,404.295947699808,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,17,35,13,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,positive,neutral,404.295947699808,404.295947699808,404.295947699808,404.295947699808,405.296215099981,405.329720899928,k,k,1,1.7428370998241,407.062851399882,407.062851399882,407.062851399882,407.062851399882,407.062851399882,407.062851399882,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,0,36,17,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,2,neutral,positive,407.062851399882,407.062851399882,407.062851399882,407.062851399882,408.029137399979,408.096511899959,j,j,1,1.363792499993,409.429088899866,409.429088899866,409.429088899866,409.429088899866,409.429088899866,409.429088899866,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,1,37,10,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,2,neutral,neutral,409.429088899866,409.429088899866,409.429088899866,409.429088899866,410.395172299817,410.463100899942,k,k,1,1.66503240005113,412.096108899917,412.096108899917,412.096108899917,412.096108899917,412.096108899917,412.096108899917,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,2,38,14,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,2,negative,positive,412.096108899917,412.096108899917,412.096108899917,412.096108899917,413.062523599947,413.129680000013,j,j,1,1.79818819998764,414.896261199843,414.896261199843,414.896261199843,414.896261199843,414.896261199843,414.896261199843,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,3,39,15,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,2,positive,negative,414.896261199843,414.896261199843,414.896261199843,414.896261199843,415.86296599987,415.929419199936,l,l,1,1.76615900010802,417.663109099958,417.663109099958,417.663109099958,417.663109099958,417.663109099958,417.663109099958,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,4,40,2,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,positive,positive,417.663109099958,417.663109099958,417.663109099958,417.663109099958,418.63041689992,418.696464199806,j,j,1,3.16592199984007,421.797417499823,421.797417499823,421.797417499823,422.830196699826,422.830196699826,422.830196699826,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,5,41,4,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,positive,neutral,422.830196699826,422.830196699826,422.830196699826,422.830196699826,423.831031999784,423.863993000006,k,j,0,1.27666820003651,425.098245800007,425.098245800007,425.098245800007,426.146681999788,426.146681999788,426.146681999788,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,6,42,12,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,neutral,negative,426.146681999788,426.146681999788,426.146681999788,426.146681999788,427.164326099912,427.164326099912,l,l,1,3.92827409994788,431.065362999914,431.065362999914,431.065362999914,432.097041399917,432.097041399917,432.097041399917,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,7,43,13,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,2,positive,neutral,432.097041399917,432.097041399917,432.097041399917,432.097041399917,433.09680589987,433.130002899794,k,k,1,1.94549620011821,435.064302699873,435.064302699873,435.064302699873,435.064302699873,435.064302699873,435.064302699873,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,8,44,6,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,positive,negative,435.064302699873,435.064302699873,435.064302699873,435.064302699873,436.032070699846,436.097398099955,l,l,1,2.16303709987551,438.198451399803,438.198451399803,438.198451399803,439.231592299882,439.231592299882,439.231592299882,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,9,45,1,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,neutral,neutral,439.231592299882,439.231592299882,439.231592299882,439.231592299882,440.247164199827,440.281172399875,k,k,1,1.29389880015515,441.547750299796,441.547750299796,441.547750299796,441.547750299796,441.547750299796,441.547750299796,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,10,46,0,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,negative,negative,441.547750299796,441.547750299796,441.547750299796,441.547750299796,442.514715799829,442.580873199971,l,k,0,1.26358969998546,443.782161199953,443.782161199953,443.782161199953,444.814681299962,444.814681299962,444.814681299962,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,11,47,3,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,neutral,negative,444.814681299962,444.814681299962,444.814681299962,444.814681299962,445.81443249993,445.847888499964,l,l,1,2.24520760006271,448.049382499885,448.049382499885,448.049382499885,449.081102699973,449.081102699973,449.081102699973,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,12,48,16,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,2,negative,neutral,449.081102699973,449.081102699973,449.081102699973,449.081102699973,450.0816587999,450.114753199974,k,k,1,2.87641779985279,452.949444299797,452.949444299797,452.949444299797,453.981879399857,453.981879399857,453.981879399857,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,13,49,8,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,neutral,positive,453.981879399857,453.981879399857,453.981879399857,453.981879399857,454.981399699813,455.015133399982,j,j,1,1.74218419985846,456.748767599929,456.748767599929,456.748767599929,456.748767599929,456.748767599929,456.748767599929,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,14,50,5,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,negative,positive,456.748767599929,456.748767599929,456.748767599929,456.748767599929,457.715498399921,457.781762699829,j,j,1,1.93222570000216,459.680633899989,459.680633899989,459.680633899989,459.680633899989,459.680633899989,459.680633899989,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,301,2023-08-15_12h42.08.143,Main,2023.1.2,None
