target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,None,0.10925926,-0.43425927,0,0,0,1.02558687445708,None,26.7671997700352,None,76.054264599923,None,76.054264599923,None,-0.11666667,-0.08055556,0,0,0,0.0129990703426301,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,0,0,15,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,81.4703790999483,None,prac,1,1,2,positive,negative,l,l,1,2.0380263000261,83.5066247999202,84.5163652000483,84.4906345999334,None,83.5066247999202,None,83.5066247999202,None,83.5066247999202,None,86.5446967000607,None,86.5446967000607,None,86.5446967000607,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,1,1,8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,positive,j,j,1,1.35633109998889,87.5708756998647,88.583295899909,88.5558056998998,None,87.5708756998647,None,87.5708756998647,None,87.5708756998647,None,89.9028915699571,None,89.9028915699571,None,89.9028915699571,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,2,2,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,negative,l,l,1,1.04382829996757,89.9298777999356,90.9379352999385,90.9192321000155,None,89.9298777999356,None,89.9298777999356,None,89.9298777999356,None,91.9486616700422,None,91.9486616700422,None,91.9486616700422,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,3,3,3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,neutral,negative,l,l,1,0.862938000122085,91.9784412998706,92.9927389000077,92.9580989000387,None,91.9784412998706,None,91.9784412998706,None,91.9784412998706,None,93.8116749699227,None,93.8116749699227,None,93.8116749699227,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,4,4,10,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,neutral,neutral,k,k,1,0.965905099874362,93.8408649999183,94.8400123000611,94.8235487998463,None,93.8408649999183,None,93.8408649999183,None,93.8408649999183,None,95.7827218700666,None,95.7827218700666,None,95.7827218700666,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,5,5,11,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,positive,positive,j,j,1,0.892912399955094,95.8101261998527,96.8247630998958,96.8068150999025,None,95.8101261998527,None,95.8101261998527,None,95.8101261998527,None,97.6765767698642,None,97.6765767698642,None,97.6765767698642,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,6,6,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,positive,j,j,1,0.898624900029972,97.7025726998691,98.7037142000627,98.6855063999537,None,97.7025726998691,None,97.7025726998691,None,97.7025726998691,None,99.5777703700121,None,99.5777703700121,None,99.5777703700121,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,7,7,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,0.684052099939436,99.5957249999046,100.617020099889,100.573964899871,None,99.5957249999046,None,99.5957249999046,None,99.5957249999046,None,101.265450169984,None,101.265450169984,None,101.265450169984,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,8,8,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,positive,negative,l,l,1,0.774300499819219,101.28487159987,102.290298999986,102.271485799924,None,101.28487159987,None,101.28487159987,None,101.28487159987,None,103.041686769994,None,103.041686769994,None,103.041686769994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,9,9,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,positive,neutral,k,k,1,0.750853399978951,103.05953749991,104.084983200068,104.04037559987,None,103.05953749991,None,103.05953749991,None,103.05953749991,None,104.795204669889,None,104.795204669889,None,104.795204669889,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,10,10,9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,negative,l,l,1,1.06852930015884,104.811170199886,105.823798099998,105.790291599929,None,104.811170199886,None,104.811170199886,None,104.811170199886,None,106.865774769988,None,106.865774769988,None,106.865774769988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,11,11,0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,negative,negative,l,l,1,0.847053600009531,106.892475999892,107.90711489995,107.888666399987,None,106.892475999892,None,106.892475999892,None,106.892475999892,None,108.714426170057,None,108.714426170057,None,108.714426170057,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,12,12,5,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,negative,positive,j,j,1,0.84548500017263,108.742568999995,109.756829899969,109.737823100062,None,108.742568999995,None,108.742568999995,None,108.742568999995,None,110.562195270043,None,110.562195270043,None,110.562195270043,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,13,13,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,negative,neutral,k,k,1,0.740420899819583,110.587612899952,111.590540800011,111.573874099879,None,110.587612899952,None,110.587612899952,None,110.587612899952,None,112.306444969913,None,112.306444969913,None,112.306444969913,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,14,14,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,positive,positive,j,l,0,0.623321100138128,112.323009500047,113.350273099961,113.30404409999,None,112.323009500047,None,112.323009500047,None,112.323009500047,None,113.939999500057,None,113.939999500057,None,113.939999500057,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,15,15,13,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,positive,neutral,k,k,1,0.95126280002296,114.960528000025,115.97142639989,115.952266899869,None,114.960528000025,None,114.960528000025,None,114.960528000025,None,116.896018170007,None,116.896018170007,None,116.896018170007,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,16,16,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,negative,neutral,k,k,1,1.26093789981678,116.913936499972,117.923825100064,117.890457599889,None,116.913936499972,None,116.913936499972,None,116.913936499972,None,119.160043070046,None,119.160043070046,None,119.160043070046,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,17,17,17,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,positive,j,j,1,0.804868699982762,119.179215499898,120.200981399976,120.154281399911,None,119.179215499898,None,119.179215499898,None,119.179215499898,None,120.968937270064,None,120.968937270064,None,120.968937270064,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,1,0,18,10,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,neutral,k,k,1,0.754421799909323,120.98791019991,121.991396199912,121.974214799935,None,120.98791019991,None,120.98791019991,None,120.98791019991,None,122.724807070056,None,122.724807070056,None,122.724807070056,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,1,1,19,13,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,positive,neutral,k,k,1,0.652653199853376,122.74228450004,123.76730629988,123.722976000048,None,122.74228450004,None,122.74228450004,None,122.74228450004,None,124.379722669907,None,124.379722669907,None,124.379722669907,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,1,2,20,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,negative,l,l,1,0.783687100047246,124.397786099929,125.407599200029,125.371878999984,None,124.397786099929,None,124.397786099929,None,124.397786099929,None,126.164143870072,None,126.164143870072,None,126.164143870072,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,1,3,21,17,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,positive,j,j,1,0.854886200046167,126.183051399887,127.200461499859,127.157518299995,None,126.183051399887,None,126.183051399887,None,126.183051399887,None,128.024322170019,None,128.024322170019,None,128.024322170019,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
positive,positive,1,l,j,NaN,NaN,NaN,NaN,1,4,22,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,positive,positive,j,j,1,1.32407760014758,128.039972499944,129.040963199921,129.022781899897,None,128.039972499944,None,128.039972499944,None,128.039972499944,None,130.350884569995,None,130.350884569995,None,130.350884569995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
negative,negative,2,j,l,NaN,NaN,NaN,NaN,1,5,23,9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,negative,negative,l,l,1,0.913962699938565,130.368305600015,131.38387749996,131.340894999914,None,130.368305600015,None,130.368305600015,None,130.368305600015,None,132.266815270018,None,132.266815270018,None,132.266815270018,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,1,6,24,3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,negative,l,l,1,0.867244499968365,132.284610599978,133.287228199886,133.269082600018,None,132.284610599978,None,132.284610599978,None,132.284610599978,None,134.137341069942,None,134.137341069942,None,134.137341069942,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
positive,negative,2,l,j,NaN,NaN,NaN,NaN,1,7,25,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,negative,positive,j,j,1,0.815676900092512,134.152598999906,135.154932399979,135.13601180003,None,134.152598999906,None,134.152598999906,None,134.152598999906,None,135.95476976987,None,135.95476976987,None,135.95476976987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,1,8,26,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,negative,neutral,k,j,0,-0.791458600200713,135.972773700021,NaN,NaN,None,135.972773700021,None,135.972773700021,None,135.972773700021,None,136.176041899947,None,136.176041899947,None,136.176041899947,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,1,9,27,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,positive,neutral,k,k,1,0.832248699851334,139.192282899981,140.208845000016,140.17429580004,None,139.192282899981,None,139.192282899981,None,139.192282899981,None,141.010309169954,None,141.010309169954,None,141.010309169954,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,1,10,28,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,neutral,neutral,k,k,1,0.683578100055456,141.028566000052,142.040982000064,142.004703899845,None,141.028566000052,None,141.028566000052,None,141.028566000052,None,142.695105969859,None,142.695105969859,None,142.695105969859,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,1,11,29,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,negative,neutral,k,k,1,0.824416999937966,142.713831499917,143.724742499879,143.691161700059,None,142.713831499917,None,142.713831499917,None,142.713831499917,None,144.524465270061,None,144.524465270061,None,144.524465270061,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
positive,negative,1,l,j,NaN,NaN,NaN,NaN,1,12,30,5,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,negative,positive,j,j,1,0.75835769996047,144.541672099847,145.545974799898,145.527158800047,None,144.541672099847,None,144.541672099847,None,144.541672099847,None,146.286513470067,None,146.286513470067,None,146.286513470067,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,1,13,31,8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,positive,j,j,1,0.738383299903944,146.303949899971,147.309229000006,147.275128799956,None,146.303949899971,None,146.303949899971,None,146.303949899971,None,148.025626769941,None,148.025626769941,None,148.025626769941,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
positive,positive,2,l,j,NaN,NaN,NaN,NaN,1,14,32,11,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,positive,positive,j,j,1,1.50244290009141,148.043572399998,149.05812010006,149.024663300021,None,148.043572399998,None,148.043572399998,None,148.043572399998,None,150.538980099838,None,150.538980099838,None,150.538980099838,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,131,27,Female,2022-05-23_17h59.24.171,Boat,2022.1.1,59.8921820955522
