target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,None,0.022222223,-0.39814815,0,0,0,1.00823320004383,None,22.3973343500003,None,78.2928331999992,None,78.2928331999992,None,-0.098148145,-0.09166667,0,0,0,0.0125390499997593,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.0347841538769
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,0,0,11,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,82.1563260000003,None,prac,2,2,2,positive,positive,j,j,1,3.30263090000153,84.191012199999,85.200284999999,85.1812215999998,None,84.191012199999,None,84.191012199999,None,84.191012199999,None,88.4892689999997,None,88.4892689999997,None,88.4892689999997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.0347841538769
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,1,1,9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,negative,negative,l,l,1,1.47669899999892,89.5096197000003,90.5233804,90.4836548000003,None,89.5096197000003,None,89.5096197000003,None,89.5096197000003,None,91.9591472499998,None,91.9591472499998,None,91.9591472499998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.0347841538769
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,2,2,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,negative,positive,j,j,1,1.1003982000002,91.9878764999994,92.9956701999999,92.9762672999987,None,91.9878764999994,None,91.9878764999994,None,91.9878764999994,None,94.0623307499993,None,94.0623307499993,None,94.0623307499993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.0347841538769
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,3,3,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,positive,neutral,k,k,1,0.814371800001027,94.0943580999992,95.1039450999997,95.0846996,None,94.0943580999992,None,94.0943580999992,None,94.0943580999992,None,95.8788845499987,None,95.8788845499987,None,95.8788845499987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.0347841538769
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,4,4,3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,negative,l,l,1,0.987574000000677,95.9056619000003,96.9174136999991,96.8984240999998,None,95.9056619000003,None,95.9056619000003,None,95.9056619000003,None,97.8704160500003,None,97.8704160500003,None,97.8704160500003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.0347841538769
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,5,5,10,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,neutral,k,k,1,0.913998900001388,97.8979316999994,98.9091472,98.8894810999991,None,97.8979316999994,None,97.8979316999994,None,97.8979316999994,None,99.7832498499995,None,99.7832498499995,None,99.7832498499995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.0347841538769
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,6,6,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,0.784935199999381,99.8127688999994,100.832862399999,100.7948029,None,99.8127688999994,None,99.8127688999994,None,99.8127688999994,None,101.573631449999,None,101.573631449999,None,101.573631449999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.0347841538769
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,7,7,13,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,positive,neutral,k,k,1,0.823264700000436,101.6020161,102.6228591,102.6032316,None,101.6020161,None,101.6020161,None,101.6020161,None,103.399358449999,None,103.399358449999,None,103.399358449999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.0347841538769
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,8,8,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,neutral,negative,l,l,1,1.64767310000025,103.4192348,104.428451399999,104.4086085,None,103.4192348,None,103.4192348,None,103.4192348,None,106.054931499999,None,106.054931499999,None,106.054931499999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,221,25,Male,2022-05-20_15h54.06.117,Main,2022.1.1,60.0347841538769
