target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,54.9059397000819,33.6761875899509,None,88.6081683000084,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,705,2023-11-02_19h16.48.745,Main,2022.1.1,59.968072950327
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,91.7082497999072,None,prac,1,1,1,negative,negative,l,l,1,2.06208240007982,93.7137718999293,94.7220900000539,94.7054113999475,None,93.7137718999293,None,93.7137718999293,None,93.7137718999293,None,96.7741733000148,None,96.7741733000148,None,96.7741733000148,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,705,2023-11-02_19h16.48.745,Main,2022.1.1,59.968072950327
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,1,1,9,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,negative,l,l,1,1.12021490000188,97.7731256999541,98.7886892000679,98.7553453000728,None,97.7731256999541,None,97.7731256999541,None,97.7731256999541,None,99.8913681900129,None,99.8913681900129,None,99.8913681900129,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,705,2023-11-02_19h16.48.745,Main,2022.1.1,59.968072950327
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,2,2,5,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,positive,j,j,1,1.21223379997537,99.8947103999089,100.905293300049,100.888635500101,None,99.8947103999089,None,99.8947103999089,None,99.8947103999089,None,102.105293689948,None,102.105293689948,None,102.105293689948,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,705,2023-11-02_19h16.48.745,Main,2022.1.1,59.968072950327
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,3,3,3,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,negative,l,l,1,1.1150859000627,102.108674600022,103.121894499986,103.105322699994,None,102.108674600022,None,102.108674600022,None,102.108674600022,None,104.221929290053,None,104.221929290053,None,104.221929290053,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,705,2023-11-02_19h16.48.745,Main,2022.1.1,59.968072950327
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,4,4,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,neutral,k,k,1,1.04982059984468,104.22470650007,105.221874899929,105.208027299959,None,104.22470650007,None,104.22470650007,None,104.22470650007,None,106.271984389937,None,106.271984389937,None,106.271984389937,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,705,2023-11-02_19h16.48.745,Main,2022.1.1,59.968072950327
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,5,5,7,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,neutral,k,k,1,1.49916290002875,106.275886999909,107.288485399913,107.271890900098,None,106.275886999909,None,106.275886999909,None,106.275886999909,None,108.771845390042,None,108.771845390042,None,108.771845390042,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,705,2023-11-02_19h16.48.745,Main,2022.1.1,59.968072950327
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,6,6,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,neutral,k,k,1,1.44696559989825,108.776140799979,109.791171200108,109.774555899901,None,108.776140799979,None,108.776140799979,None,108.776140799979,None,111.221774589922,None,111.221774589922,None,111.221774589922,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,705,2023-11-02_19h16.48.745,Main,2022.1.1,59.968072950327
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,7,7,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,1.19909269991331,111.225572400028,112.238379100105,112.221703599906,None,111.225572400028,None,111.225572400028,None,111.225572400028,None,113.42197699002,None,113.42197699002,None,113.42197699002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,705,2023-11-02_19h16.48.745,Main,2022.1.1,59.968072950327
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,8,8,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,neutral,k,k,1,1.41502499999478,113.425198799931,114.4410643999,114.424497500062,None,113.425198799931,None,113.425198799931,None,113.425198799931,None,115.83836418991,None,115.83836418991,None,115.83836418991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,705,2023-11-02_19h16.48.745,Main,2022.1.1,59.968072950327
