target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,None,0.11574074,-0.4,0,0,0,1.01428028009832,None,21.5269544299972,None,71.7561663999986,None,71.7561663999986,None,-0.06759259,-0.060185187,0,0,0,0.0123735300003318,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,214,28,Female,2022-05-10_18h27.34.789,Main,2022.1.1,59.9615286825636
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,0,0,8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,75.5367893999974,None,prac,2,2,1,neutral,positive,l,l,1,1.65689610000118,77.5743318999994,78.5862887999974,78.566782599999,None,77.5743318999994,None,77.5743318999994,None,77.5743318999994,None,80.2330157999968,None,80.2330157999968,None,80.2330157999968,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,214,28,Female,2022-05-10_18h27.34.789,Main,2022.1.1,59.9615286825636
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,1,1,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,neutral,neutral,k,k,1,0.869876200002182,81.249837299998,82.2553389999994,82.2336933999977,None,81.249837299998,None,81.249837299998,None,81.249837299998,None,83.0974915299976,None,83.0974915299976,None,83.0974915299976,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,214,28,Female,2022-05-10_18h27.34.789,Main,2022.1.1,59.9615286825636
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,2,2,3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,neutral,negative,j,j,1,0.68281769999885,83.1261371999972,84.1318832999968,84.1122301999967,None,83.1261371999972,None,83.1261371999972,None,83.1261371999972,None,84.7850364299975,None,84.7850364299975,None,84.7850364299975,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,214,28,Female,2022-05-10_18h27.34.789,Main,2022.1.1,59.9615286825636
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,3,3,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,1,positive,positive,l,l,1,0.662061800001538,84.8120854999979,85.8157347999986,85.8157347999986,None,84.8120854999979,None,84.8120854999979,None,84.8120854999979,None,86.4490840299968,None,86.4490840299968,None,86.4490840299968,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,214,28,Female,2022-05-10_18h27.34.789,Main,2022.1.1,59.9615286825636
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,4,4,14,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,positive,l,l,1,0.694683699999587,86.4764171999996,87.4938787999999,87.4553081999984,None,86.4764171999996,None,86.4764171999996,None,86.4764171999996,None,88.1436468299999,None,88.1436468299999,None,88.1436468299999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,214,28,Female,2022-05-10_18h27.34.789,Main,2022.1.1,59.9615286825636
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,5,5,16,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,1,1,2,negative,neutral,k,k,1,0.716623499996786,88.1674303999971,89.1772396999986,89.1583162999996,None,88.1674303999971,None,88.1674303999971,None,88.1674303999971,None,89.8651287299999,None,89.8651287299999,None,89.8651287299999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,214,28,Female,2022-05-10_18h27.34.789,Main,2022.1.1,59.9615286825636
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,6,6,9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,2,negative,negative,j,j,1,0.608401000001322,89.8850880999998,90.8893106999967,90.8703000999994,None,89.8850880999998,None,89.8850880999998,None,89.8850880999998,None,91.4735351299987,None,91.4735351299987,None,91.4735351299987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,214,28,Female,2022-05-10_18h27.34.789,Main,2022.1.1,59.9615286825636
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,7,7,7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,negative,neutral,k,k,1,0.7649788000017,91.5018286999984,92.5122618999994,92.4928008999996,None,91.5018286999984,None,91.5018286999984,None,91.5018286999984,None,93.2410784299991,None,93.2410784299991,None,93.2410784299991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,214,28,Female,2022-05-10_18h27.34.789,Main,2022.1.1,59.9615286825636
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,8,8,6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,prac,2,2,1,positive,negative,j,j,1,0.687535400000343,93.268412999998,94.2789361999967,94.2597262999989,None,93.268412999998,None,93.268412999998,None,93.268412999998,None,94.9324345299992,None,94.9324345299992,None,94.9324345299992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,214,28,Female,2022-05-10_18h27.34.789,Main,2022.1.1,59.9615286825636
