target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,56.9097007999662,33.8447239601286,None,90.7769695001189,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,0,0,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,94.1602249999996,None,prac,2,2,1,neutral,neutral,k,k,1,2.3030366001185,96.1732669000048,97.1741194999777,97.1601970000193,None,96.1732669000048,None,96.1732669000048,None,96.1732669000048,None,99.476317099994,None,99.476317099994,None,99.476317099994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,1,1,15,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,negative,l,l,1,1.11740870005451,100.47541890014,101.493419500068,101.457447499968,None,100.47541890014,None,100.47541890014,None,100.47541890014,None,102.590674860147,None,102.590674860147,None,102.590674860147,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,2,2,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,positive,j,j,1,1.21707300003618,102.595176500035,103.607347400161,103.593360500177,None,102.595176500035,None,102.595176500035,None,102.595176500035,None,104.809971860121,None,104.809971860121,None,104.809971860121,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,3,3,7,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,neutral,k,k,1,0.878775000106543,104.813192100031,105.823955900036,105.810034099966,None,104.813192100031,None,104.813192100031,None,104.813192100031,None,106.690570260142,None,106.690570260142,None,106.690570260142,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,4,4,0,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,negative,l,l,1,1.00176979997195,106.694319800008,107.693321499974,107.676683700178,None,106.694319800008,None,106.694319800008,None,106.694319800008,None,108.693190860073,None,108.693190860073,None,108.693190860073,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,0,5,5,12,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,negative,l,l,1,0.878566599916667,108.697230300168,109.707267299993,109.690572099993,None,108.697230300168,None,108.697230300168,None,108.697230300168,None,110.573850959982,None,110.573850959982,None,110.573850959982,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,6,6,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,neutral,k,k,1,0.76786689995788,110.577320600161,111.576633300167,111.576633300167,None,110.577320600161,None,110.577320600161,None,110.577320600161,None,112.343213060149,None,112.343213060149,None,112.343213060149,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,7,7,5,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,positive,j,j,1,0.816516699967906,112.346473500133,113.359919600189,113.343255300075,None,112.346473500133,None,112.346473500133,None,112.346473500133,None,114.159800159954,None,114.159800159954,None,114.159800159954,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,8,8,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,positive,j,k,0,1.03069609985687,114.163739799988,115.173783299979,115.159807899967,None,114.163739799988,None,114.163739799988,None,114.163739799988,None,116.190400999971,None,116.190400999971,None,116.190400999971,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,9,9,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,positive,j,j,1,1.07018239982426,117.190433999989,118.190427500056,118.176429999992,None,117.190433999989,None,117.190433999989,None,117.190433999989,None,119.257017460163,None,119.257017460163,None,119.257017460163,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,10,10,3,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,negative,l,l,1,0.781735399970785,119.260098800063,120.276387900114,120.259769299999,None,119.260098800063,None,119.260098800063,None,119.260098800063,None,121.040289160074,None,121.040289160074,None,121.040289160074,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,11,11,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,neutral,k,k,1,0.769334900192916,121.044402300147,122.059612400131,122.023633300094,None,121.044402300147,None,121.044402300147,None,121.044402300147,None,122.80964016004,None,122.80964016004,None,122.80964016004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,12,12,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,neutral,k,k,1,0.711271400097758,122.813484400045,123.826276100008,123.806943600066,None,122.813484400045,None,122.813484400045,None,122.813484400045,None,124.52356416008,None,124.52356416008,None,124.52356416008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,13,13,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,positive,j,j,1,0.831621299963444,124.527375700185,125.540227700025,125.526383900084,None,124.527375700185,None,124.527375700185,None,124.527375700185,None,126.35689256012,None,126.35689256012,None,126.35689256012,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,14,14,9,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,negative,l,l,1,0.798469500150532,126.361996900057,127.373558000196,127.342939099995,None,126.361996900057,None,126.361996900057,None,126.361996900057,None,128.156915160106,None,128.156915160106,None,128.156915160106,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,15,15,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,0.718028899980709,128.159720600117,129.156875200104,129.156875200104,None,128.159720600117,None,128.159720600117,None,128.159720600117,None,129.87611566016,None,129.87611566016,None,129.87611566016,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,205,2023-03-29_10h26.30.965,Main,2022.1.1,60.0080170762405
