target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,5.51530960004311,42.5688740299665,None,48.1015916999895,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,603,2023-11-14_11h12.43.720,Main,2022.1.1,59.9961722430024
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,0,0,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,52.2015807999996,None,prac,1,1,1,positive,positive,j,j,1,4.28754399996251,54.2272960999981,55.2323722000001,55.2156993999379,None,54.2272960999981,None,54.2272960999981,None,54.2272960999981,None,59.5165607999079,None,59.5165607999079,None,59.5165607999079,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,603,2023-11-14_11h12.43.720,Main,2022.1.1,59.9961722430024
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,1,1,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,1.28634109999985,60.5175011999672,61.5180541999871,61.501465999987,None,60.5175011999672,None,60.5175011999672,None,60.5175011999672,None,62.8014337299974,None,62.8014337299974,None,62.8014337299974,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,603,2023-11-14_11h12.43.720,Main,2022.1.1,59.9961722430024
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,2,2,3,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,negative,l,l,1,1.22894840000663,62.8048905999167,63.8156945999945,63.7988036999013,None,62.8048905999167,None,62.8048905999167,None,62.8048905999167,None,65.0320704299374,None,65.0320704299374,None,65.0320704299374,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,603,2023-11-14_11h12.43.720,Main,2022.1.1,59.9961722430024
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,3,3,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,positive,j,j,1,0.915802699979395,65.0320969999302,66.0321677000029,66.0321677000029,None,65.0320969999302,None,65.0320969999302,None,65.0320969999302,None,66.9491166299558,None,66.9491166299558,None,66.9491166299558,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,603,2023-11-14_11h12.43.720,Main,2022.1.1,59.9961722430024
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,4,4,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,positive,j,j,1,0.834169499925338,66.9545869999565,67.9678658999037,67.9512894999934,None,66.9545869999565,None,66.9545869999565,None,66.9545869999565,None,68.7844802298932,None,68.7844802298932,None,68.7844802298932,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,603,2023-11-14_11h12.43.720,Main,2022.1.1,59.9961722430024
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,5,5,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,neutral,k,k,1,0.813236900023185,68.7874810999492,69.8012272999622,69.7845750999404,None,68.7874810999492,None,68.7874810999492,None,68.7874810999492,None,70.599055329978,None,70.599055329978,None,70.599055329978,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,603,2023-11-14_11h12.43.720,Main,2022.1.1,59.9961722430024
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,6,6,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,positive,j,j,1,0.998534500016831,70.6034337999299,71.6177859999007,71.6012003999203,None,70.6034337999299,None,70.6034337999299,None,70.6034337999299,None,72.598990629951,None,72.598990629951,None,72.598990629951,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,603,2023-11-14_11h12.43.720,Main,2022.1.1,59.9961722430024
negative,positive,1,j,l,NaN,NaN,NaN,NaN,0,7,7,6,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,positive,negative,l,l,1,1.21415009989869,72.6029812999768,73.6154491999187,73.5985725999344,None,72.6029812999768,None,72.6029812999768,None,72.6029812999768,None,74.8152190299588,None,74.8152190299588,None,74.8152190299588,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,603,2023-11-14_11h12.43.720,Main,2022.1.1,59.9961722430024
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,8,8,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,neutral,k,k,1,0.917041899985634,74.8162299999967,75.8178728999337,75.8178728999337,None,74.8162299999967,None,74.8162299999967,None,74.8162299999967,None,76.7344026299543,None,76.7344026299543,None,76.7344026299543,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,603,2023-11-14_11h12.43.720,Main,2022.1.1,59.9961722430024
